"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Leveraging LLM for Automated Ontology Extraction and Knowledge Graph
  Generation","https://scispace.com/paper/leveraging-llm-for-automated-ontology-extraction-and-6q9ilgzy4dtr","2024","Journal Article","","Mohammad Sadeq Abolhasani
Rong Pan","10.48550/arxiv.2412.00608","https://scispace.compdf/leveraging-llm-for-automated-ontology-extraction-and-6q9ilgzy4dtr.pdf","Extracting relevant and structured knowledge from large, complex technical documents within the Reliability and Maintainability (RAM) domain is labor-intensive and prone to errors. Our work addresses this challenge by presenting OntoKGen, a genuine pipeline for ontology extraction and Knowledge Graph (KG) generation. OntoKGen leverages Large Language Models (LLMs) through an interactive user interface guided by our adaptive iterative Chain of Thought (CoT) algorithm to ensure that the ontology extraction process and, thus, KG generation align with user-specific requirements. Although KG generation follows a clear, structured path based on the confirmed ontology, there is no universally correct ontology as it is inherently based on the user's preferences. OntoKGen recommends an ontology grounded in best practices, minimizing user effort and providing valuable insights that may have been overlooked, all while giving the user complete control over the final ontology. Having generated the KG based on the confirmed ontology, OntoKGen enables seamless integration into schemeless, non-relational databases like Neo4j. This integration allows for flexible storage and retrieval of knowledge from diverse, unstructured sources, facilitating advanced querying, analysis, and decision-making. Moreover, the generated KG serves as a robust foundation for future integration into Retrieval Augmented Generation (RAG) systems, offering enhanced capabilities for developing domain-specific intelligent applications. ","OntoKGen, a pipeline leveraging Large Language Models, extracts structured knowledge from technical documents and generates Knowledge Graphs, enabling seamless integration into non-relational databases and future integration into Retrieval Augmented Generation systems for intelligent applications."
"Ontology-Enhanced Knowledge Graph Completion using Large Language Models","https://scispace.com/paper/ontology-enhanced-knowledge-graph-completion-using-large-5z5iwtb6f491","2025","Journal Article","","Guo Wenbin
Wang Xin
Chen, Jiaoyan
Li Zhao
Chen, Zirui","10.48550/arxiv.2507.20643","","Large Language Models (LLMs) have been extensively adopted in Knowledge Graph Completion (KGC), showcasing significant research advancements. However, as black-box models driven by deep neural architectures, current LLM-based KGC methods rely on implicit knowledge representation with parallel propagation of erroneous knowledge, thereby hindering their ability to produce conclusive and decisive reasoning outcomes. We aim to integrate neural-perceptual structural information with ontological knowledge, leveraging the powerful capabilities of LLMs to achieve a deeper understanding of the intrinsic logic of the knowledge. We propose an ontology enhanced KGC method using LLMs -- OL-KGC. It first leverages neural perceptual mechanisms to effectively embed structural information into the textual space, and then uses an automated extraction algorithm to retrieve ontological knowledge from the knowledge graphs (KGs) that needs to be completed, which is further transformed into a textual format comprehensible to LLMs for providing logic guidance. We conducted extensive experiments on three widely-used benchmarks -- FB15K-237, UMLS and WN18RR. The experimental results demonstrate that OL-KGC significantly outperforms existing mainstream KGC methods across multiple evaluation metrics, achieving state-of-the-art performance. ",""
"From human experts to machines: An LLM supported approach to ontology and knowledge graph construction","https://scispace.com/paper/from-human-experts-to-machines-an-llm-supported-approach-to-3f0rjdi6v5","2024","Journal Article","arXiv.org","Vamsi Krishna Kommineni
Birgitta König-Ries
Sheeba Samuel","10.48550/arxiv.2403.08345","","The conventional process of building Ontologies and Knowledge Graphs (KGs) heavily relies on human domain experts to define entities and relationship types, establish hierarchies, maintain relevance to the domain, fill the ABox (or populate with instances), and ensure data quality (including amongst others accuracy and completeness). On the other hand, Large Language Models (LLMs) have recently gained popularity for their ability to understand and generate human-like natural language, offering promising ways to automate aspects of this process. This work explores the (semi-)automatic construction of KGs facilitated by open-source LLMs. Our pipeline involves formulating competency questions (CQs), developing an ontology (TBox) based on these CQs, constructing KGs using the developed ontology, and evaluating the resultant KG with minimal to no involvement of human experts. We showcase the feasibility of our semi-automated pipeline by creating a KG on deep learning methodologies by exploiting scholarly publications. To evaluate the answers generated via Retrieval-Augmented-Generation (RAG) as well as the KG concepts automatically extracted using LLMs, we design a judge LLM, which rates the generated content based on ground truth. Our findings suggest that employing LLMs could potentially reduce the human effort involved in the construction of KGs, although a human-in-the-loop approach is recommended to evaluate automatically generated KGs.","The use of LLMs for semi-automated KG construction reduces human effort, but requires human oversight for quality control."
"LlmRe: A zero-shot entity relation extraction method based on the large language model","https://scispace.com/paper/llmre-a-zero-shot-entity-relation-extraction-method-based-on-56gs7q7p37","2023","Journal Article","","Wei Zhao
Qinghui Chen
Junling You","10.1145/3650400.3650478","","Entity relation extraction aims to extract knowledge triples from unstructured or semi-structured text data and can be applied to various fields, including medicine, finance knowledge graph construction and intelligent question-answering. Traditional entity relation extraction requires a large amount of labeled data, consumes a lot of labor and time, and the trained model lacks generalization ability, which is difficult to migrate to other fields. Zero-shot entity relation extraction relieves the dependence on labeled data in traditional method. Based on unlabeled text data, zero-shot entity relation extraction has strong domain adaptability, which is a very challenging and practical task. Recent work on large language models shows that large models can effectively complete downstream tasks through natural language instructions and have good generalization ability. Inspired by this, we explore the use of large models for information extraction. Due to the randomness of large language model generation, we introduce in-context learning in entity relation extraction task to guide large language model to output data in a specified format to help obtain structured data. At the same time, we propose a three-stage extraction framework for decomposing entity relation extraction tasks, and each stage is conducted in the form of question and answer to reduce the complexity of extraction. We evaluated the knowledge triples extraction performance of the model on three self-built test datasets in different fields, and the experimental result showed that our proposed method achieved impressive performance in the zero-shot entity relation extraction task, surpassing the comparison model on multiple metrics, proving the effectiveness and domain adaptability of the proposed method.","Zero-shot entity relation extraction based on large language models is a novel method that extracts knowledge triples from text data without requiring labeled data. The method utilizes large language models and in-context learning to achieve impressive performance and domain adaptability."
"Information extraction from texts based on ontology and large language models","https://scispace.com/paper/information-extraction-from-texts-based-on-ontology-and-6g2svbg9nkfz","2025","Journal Article","Ontologiâ proektirovaniâ","Elena Sidorova
A.I. Ivanov
Kristina Ovchinnikova","10.18287/2223-9537-2025-15-1-114-129","","The article examines the extraction of information from texts using the ontology of a subject area combined with neu-ral network-based text analysis methods, including the use of large language models. It discusses the expert's role in developing and maintaining systems, illustrated through the task of extracting information from analytical articles and constructing ontologies in computational linguistics to represent key concepts relevant to the system's user or customer. The process of ontology creation is accompanied by the development of a dictionary that forms the ontology's termi-nological core, followed by methods for extracting new terms within the specified subject area. This task is considered as a named entity recognition problem, traditionally addressed by training a neural network model on a representative dataset. The study compares this approach with a methodology leveraging large language models. For this, lexical and syntactic patterns, as well as instruction patterns for hypothesis testing regarding new term-phrases and result verifica-tion, were developed. The developed instructions for solving the problem of relation extraction also include the auto-mated generation of natural language competency assessment questions for each ontology relation. The novelty of the proposed approach lies in the integration of ontological, linguistic and neural network approaches to extract infor-mation from texts. The study demonstrates the possibility of solving tasks of text analysis and information extraction problems through a chain of large language models, with dynamically generated instructions based on the outcomes of prior analysis stages. The following F1-measure scores were achieved in the experiments: F1=0.8 for term extraction and classification and F1=0.87 for relation extraction. ","This study integrates ontology, linguistic, and neural network approaches to extract information from texts, leveraging large language models and achieving F1-measure scores of 0.8 for term extraction and 0.87 for relation extraction in text analysis tasks."
"Workshop on Enterprise Knowledge Graphs using Large Language Models","https://scispace.com/paper/workshop-on-enterprise-knowledge-graphs-using-large-language-va6gc9kwqi","2023","Book","","Srinath Srinivasa","10.1145/3583780.3615301","","Knowledge graphs are used for organizing and connecting individual entities to integrate the information extracted from different data sources. Typically, knowledge graphs are used to connect various real-world entities like persons, places, things, actions, etc. For the knowledge graphs created using the enterprise data, the knowledge graph entities can be of different types-static entities (e.g., people, projects), communication entities (e.g., emails, meetings, documents), derived entities (e.g., rules, definitions, entities from emails), etc. The graphs are used to connect these entities with enriched context (as edges and node attributes) and used for powering various search and recommendations applications. With the advent of large language models, the whole lifecycle of knowledge graphs involving -information extraction, graph construction, application of graphs, querying knowledge graphs, using the graph for recommendations, etc., - is impacted. With large language models such as GPT, LLaMA, PALM, etc., entity and relationship extraction can be improved. Similarly, one can answer different types of queries with the help of LLMs which were very difficult without them. This workshop is about improving the enterprise knowledge graphs and its applications using large language models. Enterprise graphs can be of different scopes-whether they contain data from individual users/customers, a sub-organization, or the whole enterprise. This workshop will also cover various privacy and access control related issues which are typical for any enterprise graph. These include privacy preserving federated learning, using LLMs to extract information from private data, querying the knowledge graph in a privacy preserving manner, etc.","This workshop will also cover various privacy and access control related issues which are typical for any enterprise graph, including privacy preserving federated learning, using LLMs to extract information from private data, querying the knowledge graph in a privacy preserving manner, etc."
"Constructing Knowledge Graph from Cyber Threat Intelligence Using Large Language Model","https://scispace.com/paper/constructing-knowledge-graph-from-cyber-threat-intelligence-417bhdbmrf","2023","Proceedings Article","","Jiehui Liu
Jieyu Zhan","10.1109/bigdata59044.2023.10386611","","Cyber Threat Intelligence (CTI) reports are valuable resources in various applications but manually extracting information from them is time-consuming. Existing approaches for automating extraction require specialized models trained on a substantial corpus. In this paper, we present an efficient methodology for constructing knowledge graphs from CTI by leveraging the Large Language Model (LLM), using ChatGPT for instance. Our approach automatically extracts attack-related entities and their relationships, organizing them within a CTI knowledge graph. We evaluate our approach on 13 CTIs, demonstrating better performance compared to AttacKG and REBEL while requiring less manual intervention and computational resources. This proves the feasibility and suitability of our method in low-resource scenarios, specifically within the domain of cyber threat intelligence.","This paper presents an efficient methodology for constructing knowledge graphs from CTI by leveraging the Large Language Model (LLM), using ChatGPT for instance, and demonstrates better performance compared to AttacKG and REBEL while requiring less manual intervention and computational resources."
"An Entity Relation Extraction Framework Based on Large Language Model and Multi-Tasks Iterative Prompt Engineering","https://scispace.com/paper/an-entity-relation-extraction-framework-based-on-large-4ut8mbjeq5ql","2024","Proceedings Article","","Haibin Geng
Chenglong Shi
Xuesong Jiang
Zhaodan Kong
Song Liu","10.1109/smc54092.2024.10831494","","Document-level entity relation extraction is an important task in the field of natural language processing, which plays an important role in semantic understanding and knowledge graph construction. However, existing deep neural networks and graph neural networks models are limited by their performance and parameters number, which can not capture global semantics and have poor generalization ability. Furthermore, existing methods employing large language model for entity relation extraction do not establish good relationships among multi-tasks of entity relation extraction task, resulting in more information can not be effectively shared and transmitted between tasks. In addition, previous approaches can not effectively eliminate false entities and relationships. To solve these problems, we propose an entity relation extraction framework based on large language model and multi-tasks iterative prompt engineering. In our model, we design an iterative prompt engineering, which can better establish the relationship among multi-tasks, and ensure every task to obtain the optimal results. Moreover, we design semantic merging, group disambiguation and self-verification modules to eliminate the false entity relations and noise nodes. Additionally, we design summary prompts to provide sufficient global semantics for better text segmentation. Finally, we evaluated our model on wikiann, wikineural, ACE2005, CoNLL2003, CoNLL2004, and SciERC datasets and compared it with other baseline models.","This study proposes an entity relation extraction framework leveraging large language models and multi-task iterative prompt engineering to improve performance, generalization, and eliminate false entities and relationships in document-level entity relation extraction tasks."
"Prompt2Graph: Leveraging LLMs to Construct Knowledge Graphs from Technical Manuals","https://scispace.com/paper/prompt2graph-leveraging-llms-to-construct-knowledge-graphs-bdhzgu7val8b","2025","Journal Article","","Akhil Dudhipala
Rahul Karne
Pavan Kumar Pativada","10.1109/icimia67127.2025.11200177","","A structured knowledge graph (KG) can significantly support information retrieval and reasoning in technical contexts when extracting information from unstructured instructional documents. This paper presents a low-overhead process to map tool-part relational triples from textual instructions using a large language model (LLM) and a domain ontology. By using LoRA to fine-tune an LLM to identify domain-specific entities (Tools and Parts) and relations (for instance, ""uses,"" ""removes,"" and ""attached"") from maintenance and assembly manuals, the approach achieves respectable precision and recall against a test set with expert annotations. A thorough error analysis documents common extraction failures (missing triples, incorrect relation types, etc.) and discusses how ontology changes may resolve such issues. Extraction performance per relation and entity is then reported to highlight which relation and entity types are better represented by the model. An expert review of illustrative extracted triples indicates that the resulting KG will likely be accurately and usefully employed in practice. Finally, lessons learned and future improvements (rule-based post-processing, better alignment with procedural local steps, etc.) are explored to improve KG construction in this domain.","This paper presents Prompt2Graph, a low-overhead process using a large language model to construct knowledge graphs from technical manuals, achieving respectable precision and recall, and discusses lessons learned and future improvements for KG construction in this domain."
"Entity-Augmented Neuroscience Knowledge Retrieval Using Ontology and Semantic Understanding Capability of LLM","https://scispace.com/paper/entity-augmented-neuroscience-knowledge-retrieval-using-x0sf2eton0w4","2025","Journal Article","Neuroscience Informatics","Pralaypati Ta
Sriram Venkatesaperumal
Keerthi Ram
Mohanasankar Sivaprakasam
Pralaypati Ta
Sriram Venkatesaperumal
Keerthi Ram
Mohanasankar Sivaprakasam","10.1016/j.neuri.2025.100237","","Neuroscience research publications encompass a vast wealth of knowledge. Accurately retrieving existing information and discovering new insights from this extensive literature is essential for advancing the field. However, when knowledge is dispersed across multiple sources, current state-of-the-art retrieval methods often struggle to extract the necessary information. A knowledge graph (KG) can integrate and link knowledge from multiple sources. However, existing methods for constructing KGs in neuroscience often rely on labeled data and require domain expertise. Acquiring large-scale, labeled data for a specialized area like neuroscience presents significant challenges. This work proposes novel methods for constructing KG from unlabeled large-scale neuroscience research corpus utilizing large language models (LLM), neuroscience ontology, and text embeddings. We analyze the semantic relevance of neuroscience text segments identified by LLM for building the knowledge graph. We also introduce an entity-augmented information retrieval algorithm to extract knowledge from the KG. Several experiments were conducted to evaluate the proposed approaches. The results demonstrate that our methods significantly enhance knowledge discovery from the unlabeled neuroscience research corpus. The performance of the proposed entity and relation extraction method is comparable to the existing supervised method. It achieves an F1 score of 0.84 for entity extraction from the unlabeled data. The knowledge obtained from the KG improves answers to over 52% of neuroscience questions from the PubMedQA dataset and questions generated using selected neuroscience entities. ",""
