"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Semi-Automatic Domain Ontology Construction: LLMs, Modularization, and Cognitive Representation","https://scispace.com/paper/semi-automatic-domain-ontology-construction-llms-g26wpw7vbq5o","2025","Journal Article","","Silvia Borowicc
Solange Alves-Souza","10.5220/0013718000004000","",": Domain ontology construction is a complex and resource-intensive task, traditionally relying on extensive manual effort from ontology engineers and domain experts. While Large Language Models (LLMs) show promise for automating parts of this process, studies indicate they often struggle with capturing domain-specific nuances, maintaining ontological consistency, and identifying subtle relationships, frequently requiring significant human curation. This paper presents a semi-automatic method for domain ontology construction that combines the capabilities of LLMs with established ontology engineering practices, modularization, and cognitive representation. We developed a pipeline incorporating semantic retrieval from heterogeneous document collections, and prompt-guided LLM generation. Two distinct scenarios were evaluated to assess the influence of prior structured knowledge: one using only retrieved document content as input, and another incorporating expert-defined structured seed terms alongside document content. The approach was applied to the domain of Dengue surveillance and control, and the resulting ontologies were evaluated based on structural metrics and logical consistency. Results showed that the scenario incorporating expert-defined seed terms yielded ontologies with greater conceptual coverage, deeper hierarchies and improved cognitive representation compared to the scenario without prior structured knowledge. We also observed significant performance variations between different LLM models regarding their ability to capture semantic details and structure complex domains. This work demonstrates the viability and benefits of a hybrid approach for ontology construction, highlighting the crucial role of combining LLMs with human expertise for more efficient, consistent, and cognitively aligned ontology engineering. The findings support an iterative and incremental ontology development process and suggest LLMs are valuable assistants when guided by domain-specific inputs and integrated into a structured methodology.","This study presents a semi-automatic domain ontology construction method combining Large Language Models (LLMs) with modularization and cognitive representation, yielding improved ontologies with greater conceptual coverage and logical consistency when incorporating expert-defined seed terms."
"A Hybrid AI Framework Integrating Ontology Learning, Knowledge Graphs, and Large Language Models for Improved Data Model Translation in Smart Manufacturing and Transportation","https://scispace.com/paper/a-hybrid-ai-framework-integrating-ontology-learning-1nwy7z5cmlmz","2024","Journal Article","","Kabeh Mohsenzadegan
Vahid Tavakkoli
Witesyavwirwa Vianney Kambale
Kyandoghere Kyamakya","10.1109/sdf63218.2024.10773919","","Interoperability among diverse data standards is crucial for advancing digital technologies in smart manufacturing and transportation. This paper studies and presents a hybrid AI framework that integrates Ontology Learning (OL), Knowledge Graphs (KGs), and Large Language Models (LLMs) to enhance data translation across different standards. Focusing on IEEE 1451, ISO 15926, and IEC 61499, which exemplify the challenges of translating between distinct data models, we evaluate the performance of OL, KGs, and LLMs in terms of accuracy, scalability, efficiency, robustness, and flexibility. The findings indicate that the hybrid framework effectively leverages OL for semantic structuring, KGs for relational modeling, and LLMs for linguistic and contextual processing. This integration significantly improves the accuracy and adaptability of data translations, offering a comprehensive solution tailored to the complex environments of smart manufacturing and transportation, thereby advancing cross-standard data interoperability. ","This paper presents a hybrid AI framework integrating Ontology Learning, Knowledge Graphs, and Large Language Models to enhance data translation across diverse standards in smart manufacturing and transportation, improving accuracy and adaptability through semantic structuring, relational modeling, and linguistic processing."
"NeOn-GPT: A Large Language Model-Powered Pipeline for Ontology Learning","https://scispace.com/paper/neon-gpt-a-large-language-model-powered-pipeline-for-d7d5yd3qvwwx","2024","Repository","","Das, Arunav
Poltronieri, Andrea
Haase Peter
Kovriguina, Liubov","10.5281/zenodo.11221930","","We address the task of ontology learning by combining the structured NeOn methodology framework with Large Language Models (LLMs) for translating natural language domain descriptions into Turtle syntax ontologies. The main contribution of the paper is a prompt pipeline tailored for domain-agnostic modeling, exemplified through the application to a domain-specific case study: the wine ontology. The resulting pipeline is used to develop NeOn-GPT, a workflow for automatic ontology modeling, and is integrated into the metaphactory platform. NeOn-GPT leverages the systematic approach of the NeOn methodology and LLMs’ generative capabilities to facilitate a more efficient ontology development process. We evaluate the proposed approach by conducting comprehensive evaluations using the Stanford wine ontology as the gold standard. The obtained results show that LLMs are not fully equipped to perform procedural tasks required for ontology development and lack the reasoning skills and domain expertise needed. Overall, LLMs require integration into workflow or trajectory tools for continuous knowledge engineering tasks. Nevertheless, LLMs can significantly alleviate the time and expertise needed. Our code base is publicly available for research and development purposes, accessible at: https://github.com/andreamust/NEON-GPT. ",""
"OntoSmartDCU: A Multi-Agent Microservice Based Automated, Dynamic Ontology and Knowledge Graph Creation Framework From Real-Time Sensor Data for the Smart DCU Digital Twin","https://scispace.com/paper/ontosmartdcu-a-multi-agent-microservice-based-automated-3vipc34wk3c9","2024","Journal Article","","Sukanya Mandal
Noel E. O’Connor","10.1109/wf-iot62078.2024.10811412","","This paper presents OntoSmartDCU, a novel Multi-Agent Microservice (MAMS) based framework for automated and dynamic Ontology and Knowledge Graph (KG) creation from real-time sensor data. Designed specifically for the Smart Dublin City University (DCU) Digital Twin (DT), OntoSmartDCU facilitates the continuous acquisition, interpretation, and integration of sensor data streams into an evolving knowledge representation. The architecture consists of interconnected microservices and autonomous agents, each responsible for specific tasks such as data gathering and processing, ontology creation, and KG population. These agents act as intelligent microservices, operating in parallel and communicating to achieve a common goal. This modular design facilitates scalability, flexibility, and adaptability to heterogeneous sensor environments. The dynamic nature of OntoSmartDCU will enable the DT to accurately reflect the real-time operational state of the university campus, serving as the foundation for various applied use cases. OntoSmartDCU offers a significant advancement in DT technology, providing a robust and scalable solution for real-time knowledge representation and data integration in complex cyber-physical systems.","OntoSmartDCU is a novel Multi-Agent Microservice framework that automates ontology and knowledge graph creation from real-time sensor data for the Smart DCU Digital Twin, enabling accurate real-time representation and scalable data integration in complex cyber-physical systems."
"Domain-Contextualized Concept Graphs: A Computable Framework for Knowledge Representation","https://scispace.com/paper/domain-contextualized-concept-graphs-a-computable-framework-q9ihg7d0x1nb","2025","Journal Article","","Li Chao
Wang Yuru","10.48550/arxiv.2510.16802","https://scispace.compdf/domain-contextualized-concept-graphs-a-computable-framework-q9ihg7d0x1nb.pdf","Traditional knowledge graphs are constrained by fixed ontologies that organize concepts within rigid hierarchical structures. The root cause lies in treating domains as implicit context rather than as explicit, reasoning-level components. To overcome these limitations, we propose the Domain-Contextualized Concept Graph (CDC), a novel knowledge modeling framework that elevates domains to first-class elements of conceptual representation. CDC adopts a C-D-C triple structure - - where domain specifications serve as dynamic classification dimensions defined on demand. Grounded in a cognitive-linguistic isomorphic mapping principle, CDC operationalizes how humans understand concepts through contextual frames. We formalize more than twenty standardized relation predicates (structural, logical, cross-domain, and temporal) and implement CDC in Prolog for full inference capability. Case studies in education, enterprise knowledge systems, and technical documentation demonstrate that CDC enables context-aware reasoning, cross-domain analogy, and personalized knowledge modeling - capabilities unattainable under traditional ontology-based frameworks. ","This paper proposes Domain-Contextualized Concept Graphs (CDC), a novel framework that elevates domains to first-class elements in knowledge representation, enabling context-aware reasoning, cross-domain analogy, and personalized modeling through a C-D-C triple structure and standardized relation predicates."
"AIRO: An Ontology for Representing AI Risks Based on the Proposed EU AI Act and ISO Risk Management Standards","https://scispace.com/paper/airo-an-ontology-for-representing-ai-risks-based-on-the-15msi859","2022","Book Chapter","","","10.3233/ssw220008","","The growing number of incidents caused by (mis)using Artificial Intelligence (AI) is a matter of concern for governments, organisations, and the public. To control the harmful impacts of AI, multiple efforts are being taken all around the world from guidelines promoting trustworthy development and use, to standards for managing risks and regulatory frameworks. Amongst these efforts, the first-ever AI regulation proposed by the European Commission, known as the AI Act, is prominent as it takes a risk-oriented approach towards regulating development and use of AI within systems. In this paper, we present the AI Risk Ontology (AIRO) for expressing information associated with high-risk AI systems based on the requirements of the proposed AI Act and ISO 31000 series of standards. AIRO assists stakeholders in determining ‘high-risk’ AI systems, maintaining and documenting risk information, performing impact assessments, and achieving conformity with AI regulations. To show its usefulness, we model existing real-world use-cases from the AIAAIC repository of AI-related risks, determine whether they are high-risk, and produce documentation for the EU’s proposed AI Act. ","In this paper , the authors present the AI Risk Ontology (AIRO) for expressing information associated with high-risk AI systems based on the requirements of the proposed AI Act and ISO 31000 series of standards."
"Knowledge Management in the Era of Aigc: Review of Domain Knowledge Graph","https://scispace.com/paper/knowledge-management-in-the-era-of-aigc-review-of-domain-2xeu4qxfu88f","2025","Journal Article","","Ruibin Pi
Liang Guo
Jiakai Yang
Jiewu Leng
Yuqian Lu
Gui Fu","10.2139/ssrn.5093869","","In the era of AIGC(Artificial Intelligence Generated Content), knowledge management faces multiple challenges, including knowledge fragmentation, rapid updates, and accuracy issues. Domain knowledge graphs, serving as carriers and connectors of structured knowledge, facilitate generative AI models in understanding, reasoning, and updating complex domain knowledge, thereby ensuring the accuracy, coherence, and state-of-the-art nature of generated content. This paper begins with a review of the overall research landscape of domain knowledge graphs from five dimensions. It then provides an in-depth discussion of two key technologies: knowledge extraction and domain knowledge graph embedding. From a dual-perspective approach, the paper analyzes typical application cases of domain knowledge graphs in knowledge engineering and industry sectors, demonstrating their significant potential in enhancing knowledge management efficiency and discovery capabilities. Finally, the paper offers an outlook on the future development of domain knowledge graphs. This study aims to provide researchers and practitioners with a comprehensive perspective to better understand and apply domain knowledge graphs in addressing the challenges of knowledge management in the generative AI era. ","This study reviews domain knowledge graphs as carriers of structured knowledge, facilitating generative AI models in understanding and updating complex domain knowledge, and discusses their applications in knowledge engineering and industry sectors to enhance knowledge management efficiency and discovery capabilities."
"AIRO: an Ontology for Representing AI Risks based on the Proposed EU AI Act and ISO Risk Management Standards","https://scispace.com/paper/airo-an-ontology-for-representing-ai-risks-based-on-the-lhudtq3fo5ho","2022","Repository","","Golpayegani, Delaram
Pandit, Harshvardhan J.
Lewis, Dave","10.5281/zenodo.6821844","","The growing number of incidents caused by (mis)using Artificial Intelligence (AI) is a matter of concern for governments, organisations, and the public. To control the harmful impacts of AI, multiple efforts are being taken all around the world from guidelines promoting trustworthy development and use, to standards for managing risks and regulatory frameworks. Amongst these efforts, the first-ever AI regulation proposed by the European Commission, known as the AI Act, is prominent as it takes a risk-oriented approach towards regulating development and use of AI within systems. In this paper, we present the AI Risk Ontology (AIRO) for expressing information associated with high-risk AI systems based on the requirements of the proposed AI Act and ISO 31000 series of standards. AIRO assists stakeholders in determining `high-risk' AI systems, maintaining and documenting risk information, performing impact assessments, and achieving conformity with AI regulations. To show its usefulness, we model existing real-world use-cases from the AIAAIC repository of AI-related risks, determine whether they are high-risk, and produce documentation for the EU's proposed AI Act. ",""
"Using Large Language Models for OntoClean-based Ontology Refinement","https://scispace.com/paper/using-large-language-models-for-ontoclean-based-ontology-1yra3igtxh","2024","Journal Article","arXiv.org","Yihang Zhao
Neil Vetter
Kaveh Aryan","10.48550/arxiv.2403.15864","","This paper explores the integration of Large Language Models (LLMs) such as GPT-3.5 and GPT-4 into the ontology refinement process, specifically focusing on the OntoClean methodology. OntoClean, critical for assessing the metaphysical quality of ontologies, involves a two-step process of assigning meta-properties to classes and verifying a set of constraints. Manually conducting the first step proves difficult in practice, due to the need for philosophical expertise and lack of consensus among ontologists. By employing LLMs with two prompting strategies, the study demonstrates that high accuracy in the labelling process can be achieved. The findings suggest the potential for LLMs to enhance ontology refinement, proposing the development of plugin software for ontology tools to facilitate this integration.","Using LLMs for OntoClean-based Ontology Refinement significantly improves the accuracy of meta-property assignment, reducing the need for extensive philosophical expertise and consensus."
"AIRO: An Ontology for Representing AI Risks Based on the Proposed EU AI Act and ISO Risk Management Standards","https://scispace.com/paper/airo-an-ontology-for-representing-ai-risks-based-on-the-zvz34ysf","","Proceedings Article","International Conference on Semantic Systems","Delaram Golpayegani
Harshvardhan J. Pandit
David Lewis","10.3233/SSW220008","https://ebooks.iospress.nl/pdf/doi/10.3233/SSW220008",". The growing number of incidents caused by (mis)using Artificial Intel- ligence (AI) is a matter of concern for governments, organisations, and the public. To control the harmful impacts of AI, multiple efforts are being taken all around the world from guidelines promoting trustworthy development and use, to standards for managing risks and regulatory frameworks. Amongst these efforts, the first-ever AI regulation proposed by the European Commission, known as the AI Act, is prominent as it takes a risk-oriented approach towards regulating develop- ment and use of AI within systems. In this paper, we present the AI Risk Ontology (AIRO) for expressing information associated with high-risk AI systems based on the requirements of the proposed AI Act and ISO 31000 series of standards. AIRO assists stakeholders in determining ‘high-risk’ AI systems, maintaining and documenting risk information, performing impact assessments, and achieving conformity with AI regulations. To show its usefulness, we model existing real-world use-cases from the AIAAIC repository of AI-related risks, determine whether they are high-risk, and produce documentation for the EU’s proposed AI Act.","In this article , the authors present the AI Risk Ontology (AIRO) for expressing information associated with high-risk AI systems based on the requirements of the proposed AI Act and ISO 31000 series of standards."
"The SAREF Pipeline and Portal - An Ontology Verification Framework","https://scispace.com/paper/the-saref-pipeline-and-portal-an-ontology-verification-2i0dcsgjtv","","Journal Article","","Maxime Lefrançois
David Gnabasik","10.1007/978-3-031-47243-5_8","","The Smart Applications REFerence Ontology (SAREF) defines a modular set of versioned ontologies that enable semantic interoperability between different Internet of Things (IoT) vendor solutions across various IoT industries. The European Telecommunications Standards Institute Specialist Task Force (ETSI STF) 578 recently completed the “Specification of the SAREF Development Framework and Workflow and Development of the SAREF Community Portal for User Engagement”. This project specifies the development pipeline and workflow needed to accelerate the development of SAREF and its extensions along with the development of software that automates the generation of ontology portal content from SAREF sources on the public ETSI Forge. This paper describes the SAREF Pipeline that provides an efficient and robust support infrastructure for the Continuous Integration and Delivery of semantic ontology development. ","The SAas mentioned in this paper Pipeline and Portal framework enables semantic interoperability in IoT by providing a modular ontology development infrastructure, automating content generation, and facilitating continuous integration and delivery of semantic ontology development."
