"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"DocCGen: Document-based Controlled Code Generation","https://scispace.com/paper/doccgen-document-based-controlled-code-generation-3oggsm9gtk","2024","Preprint","","Sameer Pimparkhede
Mehant Kammakomati
Srikanth Tamilselvam
Prince Kumar
Ashok Kumar
Pushpak Bhattacharyya","10.48550/arxiv.2406.11925","https://scispace.compdf/doccgen-document-based-controlled-code-generation-3oggsm9gtk.pdf","Recent developments show that Large Language Models (LLMs) produce state-of-the-art performance on natural language (NL) to code generation for resource-rich general-purpose languages like C++, Java, and Python. However, their practical usage for structured domain-specific languages (DSLs) such as YAML, JSON is limited due to domain-specific schema, grammar, and customizations generally unseen by LLMs during pre-training. Efforts have been made to mitigate this challenge via in-context learning through relevant examples or by fine-tuning. However, it suffers from problems, such as limited DSL samples and prompt sensitivity but enterprises maintain good documentation of the DSLs. Therefore, we propose DocCGen, a framework that can leverage such rich knowledge by breaking the NL-to-Code generation task for structured code languages into a two-step process. First, it detects the correct libraries using the library documentation that best matches the NL query. Then, it utilizes schema rules extracted from the documentation of these libraries to constrain the decoding. We evaluate our framework for two complex structured languages, Ansible YAML and Bash command, consisting of two settings: Out-of-domain (OOD) and In-domain (ID). Our extensive experiments show that DocCGen consistently improves different-sized language models across all six evaluation metrics, reducing syntactic and semantic errors in structured code. We plan to open-source the datasets and code to motivate research in constrained code generation. ","DocCGen is a framework that generates structured code from natural language queries by leveraging documentation and schema rules. It improves the performance of large language models on structured code languages like YAML and JSON."
"Harvesting Event Schemas from Large Language Models","https://scispace.com/paper/harvesting-event-schemas-from-large-language-models-2gj96xrp","2023","Journal Article","arXiv.org","Jialong Tang
Hongyu Lin
Zhuoqun Li
Yaojie Lu
Xianpei Han
Le Sun","10.48550/arXiv.2305.07280","","Event schema provides a conceptual, structural and formal language to represent events and model the world event knowledge. Unfortunately, it is challenging to automatically induce high-quality and high-coverage event schemas due to the open nature of real-world events, the diversity of event expressions, and the sparsity of event knowledge. In this paper, we propose a new paradigm for event schema induction -- knowledge harvesting from large-scale pre-trained language models, which can effectively resolve the above challenges by discovering, conceptualizing and structuralizing event schemas from PLMs. And an Event Schema Harvester (ESHer) is designed to automatically induce high-quality event schemas via in-context generation-based conceptualization, confidence-aware schema structuralization and graph-based schema aggregation. Empirical results show that ESHer can induce high-quality and high-coverage event schemas on varying domains.","In this article , an Event Schema Harvester (ESHer) is designed to automatically induce high-quality event schemas via in-context generation-based conceptualization, confidence-aware schema structuralization and graph-based schema aggregation."
"Harvesting Event Schemas from Large Language Models","https://scispace.com/paper/harvesting-event-schemas-from-large-language-models-3mkb89ks","2023","Posted Content","","","10.48550/arxiv.2305.07280","http://arxiv.org/pdf/2305.07280","Event schema provides a conceptual, structural and formal language to represent events and model the world event knowledge. Unfortunately, it is challenging to automatically induce high-quality and high-coverage event schemas due to the open nature of real-world events, the diversity of event expressions, and the sparsity of event knowledge. In this paper, we propose a new paradigm for event schema induction -- knowledge harvesting from large-scale pre-trained language models, which can effectively resolve the above challenges by discovering, conceptualizing and structuralizing event schemas from PLMs. And an Event Schema Harvester (ESHer) is designed to automatically induce high-quality event schemas via in-context generation-based conceptualization, confidence-aware schema structuralization and graph-based schema aggregation. Empirical results show that ESHer can induce high-quality and high-coverage event schemas on varying domains. ","In this paper , an Event Schema Harvester (ESHer) is designed to automatically induce high-quality event schemas via in-context generation-based conceptualization, confidence-aware schema structuralization and graph-based schema aggregation."
"Harvesting Event Schemas from Large Language Models","https://scispace.com/paper/harvesting-event-schemas-from-large-language-models-in2jjz6rwo","2023","Book Chapter","Communications in computer and information science","Jialong Tang
Hongyu Lin
Zhuoqun Li
Ying‐Bing Lu
Xianpei Han
Le Sun","10.1007/978-981-99-7224-1_5","","Event schema provides a conceptual, structural and formal language to represent events and model the world event knowledge. Unfortunately, it is challenging to automatically induce high-quality and high-coverage event schemas due to the open nature of real-world events, the diversity of event expressions, and the sparsity of event knowledge. In this paper, we propose a new paradigm for event schema induction – knowledge harvesting from large-scale pre-trained language models, which can effectively resolve the above challenges by discovering, conceptualizing and structuralizing event schemas from PLMs. And an Event Schema Harvester (ESHer) is designed to automatically induce high-quality event schemas via in-context generation-based conceptualization, confidence-aware schema structuralization and graph-based schema aggregation. Empirical results show that ESHer can induce high-quality and high-coverage event schemas on varying domains. ","Event schema induction from large language models is challenging due to the open nature of real-world events and the sparsity of event knowledge. ESHer is designed to automatically induce high-quality event schemas via in-context generation-based conceptualization, confidence-aware schema structuralization and graph-based schema aggregation."
"PGD-RTE: Zero-Shot Document-level Relation Triplet Extraction via Guided Generation of Synthetic Data and Cross-Document Denoising in LLMs","https://scispace.com/paper/pgd-rte-zero-shot-document-level-relation-triplet-extraction-g75i8y7wwo49","2025","Journal Article","","Fuyuan Quan
Qi Li
Yan Xu
Zhikui Hu
Hongjuan Hu
Xinxin Chen
Kangli Zi","10.1145/3747912.3747942","","Document-level Relation Triplet Extraction (DocRTE) aims to identify entities and their relationships in large text data. Traditional methods rely on large, manually labeled datasets, which are costly and time-consuming. Large Language Models (LLMs) can generate labeled data automatically, but data quality issues still exist in LLM-based approaches. To address this, we propose a Zero-shot Relation Triplet Extraction (ZeroRTE) framework—Prompt-guided Generation, Denoising, and Data-driven Relation Triplet Extraction (PGD-RTE). This framework uses LLMs to generate labeled data, applies denoising, and fine-tunes a Relation Triplet Extraction (RTE) model. It includes a Guided Generation Strategy Prompt (GGSP) to guide DeepSeek in generating labeled text and a cross-document knowledge denoising strategy using fine-grained consistency scoring to improve data quality. BERT is then fine-tuned on the denoised data. Experimental results show that PGD-RTE outperforms baseline models, achieving significant improvements in ZeroRTE tasks.","PGD-RTE proposes a zero-shot document-level relation triplet extraction framework using LLMs to generate labeled data, denoise, and fine-tune a RTE model, achieving significant improvements over baseline models in ZeroRTE tasks with high-quality data."
"Uncovering Cross-Domain Recommendation Ability of Large Language Models","https://scispace.com/paper/uncovering-cross-domain-recommendation-ability-of-large-wrcplhdl5kjt","2025","Repository","","Liu Xinyi
Wang Rui-jie
Sun, Dachun
Hakkani-Tur, Dilek
Abdelzaher Tarek","10.48550/arxiv.2503.07761","","Cross-Domain Recommendation (CDR) seeks to enhance item retrieval in low-resource domains by transferring knowledge from high-resource domains. While recent advancements in Large Language Models (LLMs) have demonstrated their potential in Recommender Systems (RS), their ability to effectively transfer domain knowledge for improved recommendations remains underexplored. To bridge this gap, we propose LLM4CDR, a novel CDR pipeline that constructs context-aware prompts by leveraging users' purchase history sequences from a source domain along with shared features between source and target domains. Through extensive experiments, we show that LLM4CDR achieves strong performance, particularly when using LLMs with large parameter sizes and when the source and target domains exhibit smaller domain gaps. For instance, incorporating CD and Vinyl purchase history for recommendations in Movies and TV yields a 64.28 percent MAP 1 improvement. We further investigate key factors including source domain data, domain gap, prompt design, and LLM size, which impact LLM4CDR's effectiveness in CDR tasks. Our results highlight that LLM4CDR excels when leveraging a single, closely related source domain and benefits significantly from larger LLMs. These insights pave the way for future research on LLM-driven cross-domain recommendations. ","This study proposes LLM4CDR, a novel cross-domain recommendation pipeline leveraging large language models to transfer knowledge from high-resource domains, achieving strong performance, particularly with large LLMs and smaller domain gaps, and identifying key factors impacting effectiveness."
"SERVAL: Surprisingly Effective Zero-Shot Visual Document Retrieval Powered by Large Vision and Language Models","https://scispace.com/paper/serval-surprisingly-effective-zero-shot-visual-document-bxl051o0zchj","2025","Journal Article","","Nguyen, Thong
Lei, Yibin
Ju, Jia-Huei
Yates, Andrew","10.48550/arxiv.2509.15432","https://scispace.compdf/serval-surprisingly-effective-zero-shot-visual-document-bxl051o0zchj.pdf","Visual Document Retrieval (VDR) typically operates as text-to-image retrieval using specialized bi-encoders trained to directly embed document images. We revisit a zero-shot generate-and-encode pipeline: a vision-language model first produces a detailed textual description of each document image, which is then embedded by a standard text encoder. On the ViDoRe-v2 benchmark, the method reaches 63.4% nDCG@5, surpassing the strongest specialised multi-vector visual document encoder. It also scales better to large collections and offers broader multilingual coverage. Analysis shows that modern vision-language models capture complex textual and visual cues with sufficient granularity to act as a reusable semantic proxy. By offloading modality alignment to pretrained vision-language models, our approach removes the need for computationally intensive text-image contrastive training and establishes a strong zero-shot baseline for future VDR systems. ","Researchers propose SERVAL, a zero-shot visual document retrieval method using large vision and language models, achieving 63.4% nDCG@5 on ViDoRe-v2, surpassing specialized multi-vector encoders, and offering better scalability and multilingual coverage."
"Zero-Shot Document Understanding using Pseudo Table of Contents-Guided Retrieval-Augmented Generation","https://scispace.com/paper/zero-shot-document-understanding-using-pseudo-table-of-ubmfefe7v2cl","2025","Journal Article","","Jeong Hyeon Seong
Jeong, Haedong
Kim Taehoon","10.48550/arxiv.2507.23217","https://scispace.compdf/zero-shot-document-understanding-using-pseudo-table-of-ubmfefe7v2cl.pdf","Understanding complex multimodal documents remains challenging due to their structural inconsistencies and limited training data availability. We introduce \textit{DocsRay}, a training-free document understanding system that integrates pseudo Table of Contents (TOC) generation with hierarchical Retrieval-Augmented Generation (RAG). Our approach leverages multimodal Large Language Models' (LLMs) native capabilities to seamlessly process documents containing diverse elements such as text, images, charts, and tables without requiring specialized models or additional training. DocsRay's framework synergistically combines three key techniques: (1) a semantic structuring module using prompt-based LLM interactions to generate a hierarchical pseudo-TOC, (2) zero-shot multimodal analysis that converts diverse document elements into unified, text-centric representations using the inherent capabilities of multimodal LLMs, and (3) an efficient two-stage hierarchical retrieval system that reduces retrieval complexity from $O(N)$ to $O(S + k_1 \cdot N_s)$. Evaluated on documents averaging 49.4 pages and 20,971 textual tokens, DocsRay reduced query latency from 3.89 to 2.12 seconds, achieving a 45% efficiency improvement. On the MMLongBench-Doc benchmark, DocsRay-Pro attains an accuracy of 64.7%, substantially surpassing previous state-of-the-art results. ",""
"ZeroGR: A Generalizable and Scalable Framework for Zero-Shot Generative Retrieval","https://scispace.com/paper/zerogr-a-generalizable-and-scalable-framework-for-zero-shot-3pq9786za89k","2025","Journal Article","","Sun Wei-wei
Ma Xinyu
Wang, Shuaiqiang
Yin Dawei
de Rijke, Maarten
Ren, Zhaochun
Yang Yi-ming","10.48550/arxiv.2510.10419","","Generative retrieval (GR) reformulates information retrieval (IR) by framing it as the generation of document identifiers (docids), thereby enabling an end-to-end optimization and seamless integration with generative language models (LMs). Despite notable progress under supervised training, GR still struggles to generalize to zero-shot IR scenarios, which are prevalent in real-world applications. To tackle this challenge, we propose \textsc{ZeroGR}, a zero-shot generative retrieval framework that leverages natural language instructions to extend GR across a wide range of IR tasks. Specifically, \textsc{ZeroGR} is composed of three key components: (i) an LM-based docid generator that unifies heterogeneous documents (e.g., text, tables, code) into semantically meaningful docids; (ii) an instruction-tuned query generator that generates diverse types of queries from natural language task descriptions to enhance corpus indexing; and (iii) a reverse annealing decoding strategy to balance precision and recall during docid generation. We investigate the impact of instruction fine-tuning scale and find that performance consistently improves as the number of IR tasks encountered during training increases. Empirical results on the BEIR and MAIR benchmarks demonstrate that \textsc{ZeroGR} outperforms strong dense retrieval and generative baselines in zero-shot settings, establishing a new state-of-the-art for instruction-driven GR. ",""
"ReverseNER: A Self-Generated Example-Driven Framework for Zero-Shot
  Named Entity Recognition with Large Language Models","https://scispace.com/paper/reversener-a-self-generated-example-driven-framework-for-6emgzgj43t7t","2024","Journal Article","","An-Bang Wang","10.48550/arxiv.2411.00533","https://scispace.compdf/reversener-a-self-generated-example-driven-framework-for-6emgzgj43t7t.pdf","This paper presents ReverseNER, a framework aimed at overcoming the limitations of large language models (LLMs) in zero-shot Named Entity Recognition (NER) tasks, particularly in cases where certain entity types have ambiguous boundaries. ReverseNER tackles this challenge by constructing a reliable example library with the reversed process of NER. Rather than beginning with sentences, this method uses an LLM to generate entities based on their definitions and then expands them into full sentences. During sentence generation, the LLM is guided to replicate the structure of a specific 'feature sentence', extracted from the task sentences by clustering. This results in well-annotated sentences with clearly labeled entities, while preserving semantic and structural similarity to the task sentences. Once the example library is constructed, the method selects the most semantically similar example labels for each task sentence to support the LLM's inference. We also propose an entity-level self-consistency scoring mechanism to improve NER performance with LLMs. Experiments show that ReverseNER significantly outperforms traditional zero-shot NER with LLMs and surpasses several few-shot methods, marking a notable improvement in NER for domains with limited labeled data. ","ReverseNER, a self-generated example-driven framework, overcomes LLM limitations in zero-shot NER by constructing a reliable example library with reversed NER process, guiding LLMs to replicate feature sentences and selecting semantically similar example labels for improved performance."
"Equipping Retrieval-Augmented Large Language Models with Document Structure Awareness","https://scispace.com/paper/equipping-retrieval-augmented-large-language-models-with-n1ame5u2y5q0","2025","Journal Article","","Feng Chong
Zhang Kaiyuan
Zhengyong Liu
Xu Wenqiang
Meng Fan-qing","10.48550/arxiv.2510.04293","https://scispace.compdf/equipping-retrieval-augmented-large-language-models-with-n1ame5u2y5q0.pdf","While large language models (LLMs) demonstrate impressive capabilities, their reliance on parametric knowledge often leads to factual inaccuracies. Retrieval-Augmented Generation (RAG) mitigates this by leveraging external documents, yet existing approaches treat retrieved passages as isolated chunks, ignoring valuable structure that is crucial for document organization. Motivated by this gap, we propose Retrieve-DocumentRoute-Read (RDR2), a novel framework that explicitly incorporates structural information throughout the RAG process. RDR2 employs an LLM-based router to dynamically navigate document structure trees, jointly evaluating content relevance and hierarchical relationships to assemble optimal evidence. Our key innovation lies in formulating document routing as a trainable task, with automatic action curation and structure-aware passage selection inspired by human reading strategies. Through comprehensive evaluation on five challenging datasets, RDR2 achieves state-of-the-art performance, demonstrating that explicit structural awareness significantly enhances RAG systems' ability to acquire and utilize knowledge, particularly in complex scenarios requiring multi-document synthesis. ",""
"Machine-Readable by Design: Language Specifications as the Key to Integrating LLMs into Industrial Tools","https://scispace.com/paper/machine-readable-by-design-language-specifications-as-the-w40iv71n01mb","2025","Proceedings Article","Computer Science and Information Systems (FedCSIS), 2019 Federated Conference on","Alexander Fischer
Louis Burk
Ramin Tavakoli Kolagari
Uwe Wienkop","10.15439/2025f5613","https://scispace.compdf/machine-readable-by-design-language-specifications-as-the-w40iv71n01mb.pdf","We propose a meta-language-based approach enabling Large Language Models (LLMs) to reliably generate structured, machine-readable artifacts referred to as Meta-Language-defined Structures (MLDS) adapted to domain requirements, without adhering strictly to standard formats like JSON or XML. By embedding explicit schema instructions within prompts, we evaluated the method across diverse use cases, including automated Virtual Reality environment generation and automotive security modeling. Our experiments demonstrate that the meta-language approach significantly improves LLM-generated structure compliance, with an 88% validation rate across 132 test scenarios. Compared to traditional methods using LangChain and Pydantic, our MLDS method reduces setup complexity by approximately 80%, despite a marginally higher error rate. Furthermore, the MLDS artifacts produced were easily editable, enabling rapid iterative refinement. This flexibility greatly alleviates the ""blank page syndrome"" by providing structured initial artifacts suitable for immediate use or further human enhancement, making our approach highly practical for rapid prototyping and integration into complex industrial workflows.","Researchers propose a meta-language-based approach to integrate Large Language Models into industrial tools, enabling reliable generation of structured, machine-readable artifacts with 88% validation rate, reducing setup complexity by 80% compared to traditional methods."
