"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"RELRaE: LLM-Based Relationship Extraction, Labelling, Refinement, and Evaluation","https://scispace.com/paper/relrae-llm-based-relationship-extraction-labelling-it32yzapzlr9","2025","Journal Article","arXiv.org","George Hannah
Jacopo de Berardinis
Terry R. Payne
Valentina A. M. Tamma
Andrew Mitchell
Ellen Piercy
Ewan Johnson
Andrew Ng
Harry Rostron
Boris Konev","10.48550/arxiv.2507.03829","https://scispace.compdf/relrae-llm-based-relationship-extraction-labelling-it32yzapzlr9.pdf","A large volume of XML data is produced in experiments carried out by robots in laboratories. In order to support the interoperability of data between labs, there is a motivation to translate the XML data into a knowledge graph. A key stage of this process is the enrichment of the XML schema to lay the foundation of an ontology schema. To achieve this, we present the RELRaE framework, a framework that employs large language models in different stages to extract and accurately label the relationships implicitly present in the XML schema. We investigate the capability of LLMs to accurately generate these labels and then evaluate them. Our work demonstrates that LLMs can be effectively used to support the generation of relationship labels in the context of lab automation, and that they can play a valuable role within semi-automatic ontology generation frameworks more generally.","This study presents RELRaE, a framework using large language models to extract, label, and refine relationships in XML data, enabling interoperability between lab automation systems and demonstrating the effectiveness of LLMs in semi-automatic ontology generation."
"ConExion: Concept Extraction with Large Language Models","https://scispace.com/paper/conexion-concept-extraction-with-large-language-models-31vksjvsjts7","2025","Repository","","Hertling, Sven
Sack, Harald","10.5445/ir/1000184349","","In this paper, an approach for concept extraction from documents using pre-trained large language models (LLMs) is presented. Compared with conventional methods that extract keyphrases summarizing the important information discussed in a document, our approach tackles a more challenging task of extracting all present concepts related to the specific domain, not just the important ones. Through comprehensive evaluations of two widely used benchmark datasets, we demonstrate that our method improves the F1 score compared to state-of-the-art techniques. Additionally, we explore the potential of using prompts within these models for unsupervised concept extraction. The extracted concepts are intended to support domain coverage evaluation of ontologies and facilitate ontology learning, highlighting the effectiveness of LLMs in concept extraction tasks. Our source code and datasets are publicly available at https://github.com/ISE-FIZKarlsruhe/concept_extraction. ",""
"ConExion: Concept Extraction with Large Language Models","https://scispace.com/paper/conexion-concept-extraction-with-large-language-models-iysx9ry5dy6e","2025","Repository","","Hertling, Sven
Sack, Harald","10.5445/ir/1000184360","","In this paper, an approach for concept extraction from documents using pre-trained large language models (LLMs) is presented. Compared with conventional methods that extract keyphrases summarizing the important information discussed in a document, our approach tackles a more challenging task of extracting all present concepts related to the specific domain, not just the important ones. Through comprehensive evaluations of two widely used benchmark datasets, we demonstrate that our method improves the F1 score compared to state-of-the-art techniques. Additionally, we explore the potential of using prompts within these models for unsupervised concept extraction. The extracted concepts are intended to support domain coverage evaluation of ontologies and facilitate ontology learning, highlighting the effectiveness of LLMs in concept extraction tasks. Our source code and datasets are publicly available at: https://github.com/ISE-FIZKarlsruhe/concept_extraction ","This paper presents ConExion, a concept extraction approach using pre-trained large language models, improving F1 scores on benchmark datasets, and exploring unsupervised concept extraction with prompts, supporting domain coverage evaluation and ontology learning."
"Large Language Models for Automatic Knowledge Graph Construction From Text Documents: a Materials Science Case Study","https://scispace.com/paper/large-language-models-for-automatic-knowledge-graph-4rinl1jn2ads","2025","Journal Article","","Vladislav Kaverinskiy","10.31274/isudp.2025.197.010","","The presented study investigates the application of large language models (LLMs) in automating the creation of OWL ontologies from scientific articles, focusing on materials science. The research compares the performance of different LLMs, such as GPT-4, Qwen, and DeepSeek, in generating ontologies that capture the essential information and relationships presented in the articles. The study emphasizes the importance of prompt engineering to guide LLMs effectively in this specific domain. Through a series of experiments, the paper demonstrates that while LLMs can produce basic ontologies, there is room for improvement in terms of depth, accuracy, and scalability. The findings suggest that with appropriate prompts and iterative refinement, LLMs have the potential to significantly aid in the creation of knowledge graphs from textual data, thereby enhancing the efficiency and accessibility of scientific information. ","This study explores the use of large language models to automate knowledge graph construction from materials science articles, comparing performance and highlighting the importance of prompt engineering for effective ontology generation and scalability improvement."
"NeOn-GPT: A Large Language Model-Powered Pipeline for Ontology Learning","https://scispace.com/paper/neon-gpt-a-large-language-model-powered-pipeline-for-d7d5yd3qvwwx","2024","Repository","","Das, Arunav
Poltronieri, Andrea
Haase Peter
Kovriguina, Liubov","10.5281/zenodo.11221930","","We address the task of ontology learning by combining the structured NeOn methodology framework with Large Language Models (LLMs) for translating natural language domain descriptions into Turtle syntax ontologies. The main contribution of the paper is a prompt pipeline tailored for domain-agnostic modeling, exemplified through the application to a domain-specific case study: the wine ontology. The resulting pipeline is used to develop NeOn-GPT, a workflow for automatic ontology modeling, and is integrated into the metaphactory platform. NeOn-GPT leverages the systematic approach of the NeOn methodology and LLMs’ generative capabilities to facilitate a more efficient ontology development process. We evaluate the proposed approach by conducting comprehensive evaluations using the Stanford wine ontology as the gold standard. The obtained results show that LLMs are not fully equipped to perform procedural tasks required for ontology development and lack the reasoning skills and domain expertise needed. Overall, LLMs require integration into workflow or trajectory tools for continuous knowledge engineering tasks. Nevertheless, LLMs can significantly alleviate the time and expertise needed. Our code base is publicly available for research and development purposes, accessible at: https://github.com/andreamust/NEON-GPT. ",""
"Large Language Models Offer an Alternative to the Traditional Approach of Topic Modelling","https://scispace.com/paper/large-language-models-offer-an-alternative-to-the-52lqonpa52","2024","Journal Article","arXiv.org","Yida Mu
Chun Dong
Kalina Bontcheva
Xingyi Song","10.48550/arxiv.2403.16248","https://scispace.compdf/large-language-models-offer-an-alternative-to-the-52lqonpa52.pdf","Topic modelling, as a well-established unsupervised technique, has found extensive use in automatically detecting significant topics within a corpus of documents. However, classic topic modelling approaches (e.g., LDA) have certain drawbacks, such as the lack of semantic understanding and the presence of overlapping topics. In this work, we investigate the untapped potential of large language models (LLMs) as an alternative for uncovering the underlying topics within extensive text corpora. To this end, we introduce a framework that prompts LLMs to generate topics from a given set of documents and establish evaluation protocols to assess the clustering efficacy of LLMs. Our findings indicate that LLMs with appropriate prompts can stand out as a viable alternative, capable of generating relevant topic titles and adhering to human guidelines to refine and merge topics. Through in-depth experiments and evaluation, we summarise the advantages and constraints of employing LLMs in topic extraction.","Large language models offer an alternative to traditional topic modelling techniques, generating relevant topics and clustering documents effectively."
"SBU-NLP at LLMs4OL 2025 Tasks A, B, and C: Stage-Wise Ontology Construction Through LLMs Without any Training Procedure","https://scispace.com/paper/sbu-nlp-at-llms4ol-2025-tasks-a-b-and-c-stage-wise-ontology-1xwl7gop49ih","2025","Proceedings Article","Open conference proceedings","Rashin Rahnamoun
Mehrnoush Shamsfard
Rashin Rahnamoun
Mehrnoush Shamsfard","10.52825/ocp.v6i.2887","https://scispace.compdf/sbu-nlp-at-llms4ol-2025-tasks-a-b-and-c-stage-wise-ontology-1xwl7gop49ih.pdf","Automated ontology construction is a challenging task that traditionally requires extensive domain expertise, data preprocessing, and resource-intensive model training. While learning-based methods with fine-tuning are common, they often suffer from high computational costs and limited generalizability across domains. This paper explores a fully automated approach that leverages powerful large language models (LLMs) through prompt engineering, eliminating the need for training or fine-tuning. We participated in the LLMs4OL 2025 shared task, which includes four subtasks: extracting ontological terms and types (Text2Onto), assigning generalized types to terms (Term Typing), discovering taxonomic relations (Taxonomy Discovery), and extracting non-taxonomic semantic relations (Non-Taxonomic Relation Extraction). Our team focused on the first three tasks by using stratified random sampling, simple random sampling, and chunking-based strategies to include training sets in the prompts without limitations imposed by context window sizes. This simple yet general approach has proven effective across these tasks, enabling high-quality ontology construction without additional annotations or training. Additionally, we show that pretrained sentence embedding models ranging from 0.1B to 1.5B parameters perform comparably to a simple F1 token overlap baseline in taxonomy discovery, suggesting that embedding-based methods may not always offer significant advantages. Our findings highlight that prompt-based strategies with modern LLMs enable efficient, scalable, and domain-independent ontology construction, providing a promising alternative to traditional, resource-heavy methods. ",""
"Exploring large language models for ontology learning","https://scispace.com/paper/exploring-large-language-models-for-ontology-learning-2g1hnls9vkgd","","Journal Article","Issues in information systems","","10.48009/4_iis_2024_124","","Ontology Learning aims to facilitate automatic or semi-automatic ontology development based on machine learning techniques in context of big data. Recent evolution of technology has introduced Generative Artificial Intelligence (AI) capable of creating new data, extracting insights from the existing data, and generating coherent texts from various inputs. This ability supports analysis of text data, providing insights and annotations that reduce human effort. This study explores the emerging field of Generative AI, specifically, Large Language Models for ontology learning. We conducted a survey of the current state of Generative AI research with focus on applicability and efficacy for ontology development tasks, and assessment of evaluation techniques. We discussed challenges related to explainability and interpretability of Generative AI and outlined directions for future research.","This study explores the application of Large Language Models in ontology learning, leveraging Generative AI's ability to analyze text data and reduce human effort, while discussing challenges and outlining future research directions in explainability and interpretability."
"LLM Workflows for Scientific Schema Mining and Ontology Engineering","https://scispace.com/paper/llm-workflows-for-scientific-schema-mining-and-ontology-9c9jw1oif1bt","2025","Repository","","D'Souza, Jennifer","10.13140/rg.2.2.13232.62728","","&lt;p&gt;The talk presented how large language models (LLMs) can be applied to advance conceptual clarity in science by supporting structured knowledge creation within the Open Research Knowledge Graph (ORKG, &lt;a href=""https://orkg.org/""&gt;https://orkg.org/&lt;/a&gt;), a digital library for machine-actionable scholarly knowledge. It introduced the schema-miner tool (&lt;a href=""https://github.com/sciknoworg/schema-miner""&gt;https://github.com/sciknoworg/schema-miner&lt;/a&gt;) for human-in-the-loop schema discovery from scientific papers and demonstrated its application in domains such as atomic layer deposition. The talk also discussed challenges and opportunities in ontology matching, highlighting the OntoAligner toolkit (&lt;a href=""https://ontoaligner.readthedocs.io/""&gt;https://ontoaligner.readthedocs.io/&lt;/a&gt;) as a modular, scalable solution that combines retrieval-augmented generation with LLMs. While ontology learning was mentioned as part of the broader landscape, the focus was on ORKG, schema mining, and ontology matching as concrete steps toward building AI-ready infrastructures for scientific knowledge.&lt;/p&gt; ",""
"Leveraging LLMs for Knowledge Engineering from Technical Manuals: A Case Study in the Medical Prosthesis Manufacturing Domain","https://scispace.com/paper/leveraging-llms-for-knowledge-engineering-from-technical-20oqiwmvw9vl","2024","Journal Article","","Francesca Incitti
Andrea Salfinger
Lauro Snidaro
Sri Challapalli","10.23919/fusion59988.2024.10706469","","Ontologies are nowadays widely used to organize information across specific domains, being effective due to their hierarchical structure and the ability to explicitly represent relationships between concepts. Knowledge engineering, like compiling companies’ vast bodies of knowledge into these structures, however, still represents a time-consuming, largely manually performed process, esp. with significant amounts of knowledge often only recorded within unstructured text documents. Since the recently introduced Large Language Models (LLMs) excel on text summarization, this raises the question whether these could be exploited within dedicated knowledge fusion architectures to assist human knowledge engineers by automatically suggesting relevant classes, instances and relations extracted from textual corpora. We therefore propose a novel approach that leverages the taxonomic structure of a partially defined ontology to prompt LLMs for hierarchical knowledge organization. Unlike conventional methods that rely solely on static ontologies, our methodology dynamically generates prompts based on the ontology’s existing class taxonomy, prompting the LLM to generate responses that extract supplementary information from unstructured documents. It thus introduces the concept of using ontologies as scaffolds for guiding LLMs, in order to realize a mutual interplay between structured ontological knowledge and the soft fusion capabilities of LLMs. We evaluate our proposed algorithm on a real-world case study, performing a knowledge fusion task on heterogeneous technical documentation from a medical prosthesis manufacturer.","This study proposes leveraging Large Language Models (LLMs) to assist knowledge engineers in organizing information from technical manuals, using ontologies as scaffolds to guide LLMs in extracting hierarchical knowledge from unstructured text documents in the medical prosthesis manufacturing domain."
"Decompose, Enrich, and Extract! Schema-aware Event Extraction using LLMs","https://scispace.com/paper/decompose-enrich-and-extract-schema-aware-event-extraction-5dz1dzsl90","2024","Preprint","","Fatemeh Shiri
Văn Hùng Nguyễn
Farhad Moghimifar
Jaehyeok Yoo
Gholamreza Haffari
Yuanfang Li","10.48550/arxiv.2406.01045","https://scispace.compdf/decompose-enrich-and-extract-schema-aware-event-extraction-5dz1dzsl90.pdf","Large Language Models (LLMs) demonstrate significant capabilities in processing natural language data, promising efficient knowledge extraction from diverse textual sources to enhance situational awareness and support decision-making. However, concerns arise due to their susceptibility to hallucination, resulting in contextually inaccurate content. This work focuses on harnessing LLMs for automated Event Extraction, introducing a new method to address hallucination by decomposing the task into Event Detection and Event Argument Extraction. Moreover, the proposed method integrates dynamic schema-aware augmented retrieval examples into prompts tailored for each specific inquiry, thereby extending and adapting advanced prompting techniques such as Retrieval-Augmented Generation. Evaluation findings on prominent event extraction benchmarks and results from a synthesized benchmark illustrate the method's superior performance compared to baseline approaches. ","Decompose, enrich, and extract events from text using LLMs with schema-aware augmented prompts and dynamic event detection and argument extraction."
"Zero-Shot On-the-Fly Event Schema Induction","https://scispace.com/paper/zero-shot-on-the-fly-event-schema-induction-1bz5yvx5","2022","Posted Content","","","10.48550/arxiv.2210.06254","https://scispace.com/pdf/zero-shot-on-the-fly-event-schema-induction-1bz5yvx5.pdf","What are the events involved in a pandemic outbreak? What steps should be taken when planning a wedding? The answers to these questions can be found by collecting many documents on the complex event of interest, extracting relevant information, and analyzing it. We present a new approach in which large language models are utilized to generate source documents that allow predicting, given a high-level event definition, the specific events, arguments, and relations between them to construct a schema that describes the complex event in its entirety. Using our model, complete schemas on any topic can be generated on-the-fly without any manual data collection, i.e., in a zero-shot manner. Moreover, we develop efficient methods to extract pertinent information from texts and demonstrate in a series of experiments that these schemas are considered to be more complete than human-curated ones in the majority of examined scenarios. Finally, we show that this framework is comparable in performance with previous supervised schema induction methods that rely on collecting real texts while being more general and flexible without the need for a predefined ontology. ","In this article , large language models are utilized to generate source documents that allow predicting, given a high-level event definition, the specific events, arguments, and relations between them to construct a schema that describes the complex event in its entirety."
"NeOn-GPT: A Large Language Model-Powered Pipeline for Ontology Learning","https://scispace.com/paper/neon-gpt-a-large-language-model-powered-pipeline-for-k1tgs5ftoiup","2024","Repository","","Das, Arunav
Poltronieri, Andrea
Haase Peter
Kovriguina, Liubov","10.5281/zenodo.11221931","","&lt;p&gt;We address the task of ontology learning by combining the structured NeOn methodology framework with Large Language Models (LLMs) for translating natural language domain descriptions into Turtle syntax ontologies. The main contribution of the paper is a prompt pipeline tailored for domain-agnostic modeling, exemplified through the application to a domain-specific case study: the wine ontology. The resulting pipeline is used to develop NeOn-GPT, a workflow for automatic ontology modeling, and is integrated into the metaphactory platform. NeOn-GPT leverages the systematic approach of the NeOn methodology and LLMs&rsquo; generative capabilities to facilitate a more efficient ontology development process. We evaluate the proposed approach by conducting comprehensive evaluations using the Stanford wine ontology as the gold standard. The obtained results show that LLMs are not fully equipped to perform procedural tasks required for ontology development and lack the reasoning skills and domain expertise needed. Overall, LLMs require integration into workflow or trajectory tools for continuous knowledge engineering tasks. Nevertheless, LLMs can significantly alleviate the time and expertise needed. Our code base is publicly available for research and development purposes, accessible at: &lt;a href=""https://github.com/andreamust/NEON-GPT"" target=""_new"" rel=""noreferrer""&gt;https://github.com/andreamust/NEON-GPT&lt;/a&gt;.&lt;/p&gt; ",""
