"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Ontology Population Using LLMs","https://scispace.com/paper/ontology-population-using-llms-r0mnpf5bvrxr","2025","Journal Article","Frontiers in artificial intelligence and applications","Sanaz Saki Norouzi
Adrita Barua
Antrea Christou
Nikita Gautam
Andrew Eells
Pascal Hitzler
Cogan Shimizu","10.3233/faia250217","","Knowledge graphs (KGs) are increasingly utilized for data integration, representation, and visualization. While KG population is critical, it is often costly, especially when data must be extracted from unstructured text in natural language, which presents challenges, such as ambiguity and complex interpretations. Large Language Models (LLMs) offer promising capabilities for such tasks, excelling in natural language understanding and content generation. However, their tendency to “hallucinate” can produce inaccurate outputs. Despite these limitations, LLMs offer rapid and scalable processing of natural language data, and with prompt engineering and fine-tuning, they can approximate human-level performance in extracting and structuring data for KGs. This study investigates LLM effectiveness for the KG population, focusing on the Enslaved.org Hub Ontology. In this paper, we report that compared to the ground truth, LLM’s can extract ≈90% of triples, when provided a modular ontology as guidance in the prompts. ","This study investigates Large Language Models (LLMs) for knowledge graph population, finding that they can extract approximately 90% of triples when provided with a modular ontology, despite potential ""hallucination"" limitations."
"LLMs4OL 2024 Datasets: Toward Ontology Learning with Large Language Models","https://scispace.com/paper/llms4ol-2024-datasets-toward-ontology-learning-with-large-kx7mkg1yy9ow","2024","Proceedings Article","Open conference proceedings","Hamed Babaei Giglou
Jennifer D’Souza
Sameer Sadruddin
Sören Auer","10.52825/ocp.v4i.2480","","Ontology learning (OL) from unstructured data has evolved significantly, with recent advancements integrating large language models (LLMs) to enhance various aspects of the process. The paper introduces the LLMs4OL 2024 datasets, developed to benchmark and advance research in OL using LLMs. The LLMs4OL 2024 dataset as a key component of the LLMs4OL Challenge, targets three primary OL tasks: Term Typing, Taxonomy Discovery, and Non-Taxonomic Relation Extraction. It encompasses seven domains, i.e. lexosemantics and biological functions, offering a comprehensive resource for evaluating LLM-based OL approaches Each task within the dataset is carefully crafted to facilitate both Few-Shot (FS) and Zero-Shot (ZS) evaluation scenarios, allowing for robust assessment of model performance across different knowledge domains to address a critical gap in the field by offering standardized benchmarks for fair comparison for evaluating LLM applications in OL. ","The LLMs4OL 2024 dataset is introduced to benchmark ontology learning with large language models, covering three tasks (Term Typing, Taxonomy Discovery, and Non-Taxonomic Relation Extraction) across seven domains, facilitating Few-Shot and Zero-Shot evaluation scenarios."
"Leveraging Collection-Wide Similarities for Unsupervised Document Structure Extraction","https://scispace.com/paper/leveraging-collection-wide-similarities-for-unsupervised-5zl3ypmxyf","2024","Journal Article","arXiv.org","Gili Lior
Yoav Goldberg
G. Stanovsky","10.48550/arxiv.2402.13906","","Document collections of various domains, e.g., legal, medical, or financial, often share some underlying collection-wide structure, which captures information that can aid both human users and structure-aware models. We propose to identify the typical structure of document within a collection, which requires to capture recurring topics across the collection, while abstracting over arbitrary header paraphrases, and ground each topic to respective document locations. These requirements pose several challenges: headers that mark recurring topics frequently differ in phrasing, certain section headers are unique to individual documents and do not reflect the typical structure, and the order of topics can vary between documents. Subsequently, we develop an unsupervised graph-based method which leverages both inter- and intra-document similarities, to extract the underlying collection-wide structure. Our evaluations on three diverse domains in both English and Hebrew indicate that our method extracts meaningful collection-wide structure, and we hope that future work will leverage our method for multi-document applications and structure-aware models.","This work develops an unsupervised graph-based method which leverages both inter- and intra-document similarities, to extract the underlying collection-wide structure of document within a collection."
"silp_nlp at LLMs4OL 2025 Tasks A, B, C, and D: Clustering-Based Ontology Learning Using LLMs","https://scispace.com/paper/silp-nlp-at-llms4ol-2025-tasks-a-b-c-and-d-clustering-based-2uq3ydbh3jhc","2025","Proceedings Article","Open conference proceedings","Pankaj Kumar Goyal
Sumit Singh
Uma Shanker Tiwary
Pankaj Kumar Goyal
Sumit Singh
Uma Shanker Tiwary","10.52825/ocp.v6i.2900","https://scispace.compdf/silp-nlp-at-llms4ol-2025-tasks-a-b-c-and-d-clustering-based-2uq3ydbh3jhc.pdf","This paper presents the participation of the silp\_nlp team in the LLMs4OL 2025 Challenge, where we addressed four core tasks in ontology learning: Text2Onto (Task A), Term Typing (Task B), Taxonomy Discovery (Task C), and Non-Taxonomic Relation Extraction (Task D). Building on our experience from the first edition, we proposed a clustering-enhanced methodology grounded in large language models (LLMs), integrating domain-adapted transformer models such as pranav-s/MaterialsBERT, dmis-lab/biobert-v1.1, and proprietary LLMs from Grok. Our framework combined lexical and semantic clustering with adaptive prompting to tackle entity and type extraction, semantic classification, hierarchical structure discovery, and complex relation modeling. Experimental results across 18 subtasks highlight the strength of our approach, particularly in blind and zero-shot scenarios. Notably, our model achieved multiple first-rank scores in taxonomy discovery and non-taxonomic relation extraction subtasks, validating the efficacy of clustering when coupled with semantically specialized LLMs. This work demonstrates that clustering-driven, LLM-based approaches can advance robust and scalable ontology learning across diverse domains. ","The silp_nlp team presents a clustering-based ontology learning framework using large language models (LLMs), achieving top scores in 18 subtasks, particularly in taxonomy discovery and non-taxonomic relation extraction, with a focus on robust and scalable ontology learning across diverse domains."
"Semantic Approach for Auto-Driven Medical Database Construction","https://scispace.com/paper/semantic-approach-for-auto-driven-medical-database-h89mpi1h5e","2023","Proceedings Article","","Zina Nakhla
Kaouther Nouira","10.1109/codit58514.2023.10284140","","Ontologies have become a standard for knowledge representation, supporting the organization and acquisition of knowledge across different domains. However, there are similarities between ontologies and databases in terms of organizing and structuring information, managing relationships between data elements, and supporting querying capabilities. In this paper, our objective is to leverage the information stored in ontologies to automatically construct a database. We propose a novel approach that automates and optimizes the storage of data in a database based on the ontology's structure. We define a set of rules to analyze the ontology, identify concepts, attributes, and relationships, and generate the corresponding database schema. This automation streamlines the database creation process, ensures consistency between the ontology and the database, and enables efficient storage, retrieval, and management of data based on the semantic structure provided by the ontology. To evaluate our approach, we develop a framework that tests the rules using various medical ontologies and generates corresponding databases. We conduct a series of tests to analyze the resulting database and compare it with existing approaches in the literature. Our framework demonstrates effectiveness in terms of generating time and database size.","This paper defines a set of rules to analyze the ontology, identify concepts, attributes, and relationships, and generate the corresponding database schema, and develops a framework that tests the rules using various medical ontologies and generates corresponding databases."
"InToEventS: An Interactive Toolkit for Discovering and Building Event Schemas","https://scispace.com/paper/intoevents-an-interactive-toolkit-for-discovering-and-cwqd02wzt8ga","2024","Repository","","Germán Ferrero
Audi Primadhanty
Ariadna Quattoni","10.60692/35vww-d8k75","","Event Schema Induction is the task of learning a representation of events (e.g., bombing) and the roles involved in them (e.g, victim and perpetrator). This paper presents InToEventS, an interactive tool for learning these schemas. InToEventS allows users to explore a corpus and discover which kind of events are present. We show how users can create useful event schemas using two interactive clustering steps. ",""
"InToEventS: An Interactive Toolkit for Discovering and Building Event Schemas","https://scispace.com/paper/intoevents-an-interactive-toolkit-for-discovering-and-1fd6pdh5zs5l","2024","Repository","","Germán Ferrero
Audi Primadhanty
Ariadna Quattoni","10.60692/jhb8s-jpq34","","Event Schema Induction is the task of learning a representation of events (e.g., bombing) and the roles involved in them (e.g, victim and perpetrator). This paper presents InToEventS, an interactive tool for learning these schemas. InToEventS allows users to explore a corpus and discover which kind of events are present. We show how users can create useful event schemas using two interactive clustering steps. ","InToEventS is an interactive toolkit for discovering and building event schemas, enabling users to explore a corpus, identify event types, and create useful schemas through two interactive clustering steps for event schema induction."
"Supervised Machine Learning Models and Schema Matching Techniques for Ontology Alignment","https://scispace.com/paper/supervised-machine-learning-models-and-schema-matching-21fy1j2iczn0","2024","Journal Article","","Faten Abbassi
Yousra Bendaly Hlaoui","10.5220/0012708200003838","",": The diversity of existing representations of the same ontology creates a problem of manipulation of the same knowledge according to any computational domain. Unifying similar ontologies by reducing their degree of heterogeneity seems to be the appropriate solution to this problem. This solution consists of aligning similar ontologies using a set of existing ontology schema-matching techniques. In this paper, we present an approach for ontology alignment based on these techniques and machine learning models. To do so, we have developed a matrix construction method based on ontology matching techniques, namely element matching techniques and structure matching techniques implemented by elementary matchers. Once the matrix is constructed, we apply a composite matcher, which is a classifier to combine the individual degrees of similarity calculated for each pair of ontology elements into a final aggregated similarity value between the two ontologies. This composite matcher is implemented via various supervised machine learning models such as LogisticRegression , GradientBoostingClassifier , GaussianNB and KNeighborsClassifier . To experiment our alignment method and to validate the used learning models, we used the reference ontologies and their alignments for the conference and benchmark tracks provided by the Ontology Alignment Evaluation Initiative ( OAEI a ).","This paper proposes an ontology alignment approach combining schema-matching techniques with supervised machine learning models to unify diverse ontology representations, leveraging element and structure matching, and evaluating its effectiveness on OAEI benchmark tracks."
"Ontology Population using LLMs","https://scispace.com/paper/ontology-population-using-llms-73iukqxbdauo","2024","Journal Article","","Sanaz Saki Norouzi
Adrita Barua
Antrea Christou
Nutan Raj Gautam
Andrew Eells
Pascal Hitzler
Cogan Shimizu","10.48550/arxiv.2411.01612","https://scispace.compdf/ontology-population-using-llms-73iukqxbdauo.pdf","Knowledge graphs (KGs) are increasingly utilized for data integration, representation, and visualization. While KG population is critical, it is often costly, especially when data must be extracted from unstructured text in natural language, which presents challenges, such as ambiguity and complex interpretations. Large Language Models (LLMs) offer promising capabilities for such tasks, excelling in natural language understanding and content generation. However, their tendency to ``hallucinate'' can produce inaccurate outputs. Despite these limitations, LLMs offer rapid and scalable processing of natural language data, and with prompt engineering and fine-tuning, they can approximate human-level performance in extracting and structuring data for KGs. This study investigates LLM effectiveness for the KG population, focusing on the Enslaved.org Hub Ontology. In this paper, we report that compared to the ground truth, LLM's can extract ~90% of triples, when provided a modular ontology as guidance in the prompts. ","This study investigates Large Language Models (LLMs) for knowledge graph population, finding that they can extract ~90% of triples when provided a modular ontology, despite limitations such as hallucination, and offer rapid and scalable processing of natural language data."
"Constructing Co-Occurrence Graphs and Deriving Flood Ontologies for Enhanced Understanding","https://scispace.com/paper/constructing-co-occurrence-graphs-and-deriving-flood-6o7ql9xgt8ub","2024","Journal Article","","Sundos Nasser Said Al Subhi
Armin R. Mikler
Mario Kubek","10.1109/icici62254.2024.00009","","Developing ontologies traditionally requires significant expertise and time investment. The research study proposes an approach to automate the construction of flood ontologies from textual documents using Natural Language Processing (NLP) techniques and ontology learning. The research work presents an algorithm specifically designed to extract relevant concepts and relationships from flood-related documents, facilitating the automatic generation of ontologies. By constructing co-occurrence graphs and employing the proposed algorithm, the proposed approach aims to uncover implicit knowledge embedded within textual data, thus enhancing understanding and enabling more efficient ontology construction. The significance of this work lies in its potential to streamline the process of building flood ontologies, reducing the reliance on domain experts and accelerating the pace of ontology development. The proposed approach empowers researchers and practitioners to quickly identify key concepts and relationships relevant to flood management and research. This, in turn, can facilitate more effective decision-making and resource allocation in flood-prone areas.","This research proposes an automated approach to construct flood ontologies using NLP and ontology learning, extracting concepts and relationships from textual documents to enhance understanding and streamline ontology construction for flood management and research."
"An Automatic Ontology Generation Framework with An Organizational
  Perspective","https://scispace.com/paper/an-automatic-ontology-generation-framework-with-an-q0rcni4l","2022","Posted Content","","","10.48550/arxiv.2201.05910","https://scispace.com/pdf/an-automatic-ontology-generation-framework-with-an-q0rcni4l.pdf","Ontologies have been known for their semantic representation of knowledge. ontologies cannot automatically evolve to reflect updates that occur in respective domains. To address this limitation, researchers have called for automatic ontology generation from unstructured text corpus. Unfortunately, systems that aim to generate ontologies from unstructured text corpus are domain-specific and require manual intervention. In addition, they suffer from uncertainty in creating concept linkages and difficulty in finding axioms for the same concept. Knowledge Graphs (KGs) has emerged as a powerful model for the dynamic representation of knowledge. However, KGs have many quality limitations and need extensive refinement. This research aims to develop a novel domain-independent automatic ontology generation framework that converts unstructured text corpus into domain consistent ontological form. The framework generates KGs from unstructured text corpus as well as refine and correct them to be consistent with domain ontologies. The power of the proposed automatically generated ontology is that it integrates the dynamic features of KGs and the quality features of ontologies. ","In this article , a domain-independent automatic ontology generation framework is proposed that converts unstructured text corpus into domain consistent ontological form. But, it suffers from uncertainty in creating concept linkages and difficulty in finding axioms for the same concept."
"Large Language Models for JSON Schema Discovery","https://scispace.com/paper/large-language-models-for-json-schema-discovery-4u0ce42x02","2024","Journal Article","","Michael J. Mior","10.48550/arxiv.2407.03286","https://scispace.compdf/large-language-models-for-json-schema-discovery-4u0ce42x02.pdf","Semi-structured data formats such as JSON have proved to be useful data models for applications that require flexibility in the format of data stored. However, JSON data often come without the schemas that are typically available with relational data. This has resulted in a number of tools for discovering schemas from a collection of data. Although such tools can be useful, existing approaches focus on the syntax of documents and ignore semantic information. In this work, we explore the automatic addition of meaningful semantic information to discovered schemas similar to information that is added by human schema authors. We leverage large language models and a corpus of manually authored JSON Schema documents to generate natural language descriptions of schema elements, meaningful names for reusable definitions, and identify which discovered properties are most useful and which can be considered ""noise"". Our approach performs well on existing metrics for text generation that have been previously shown to correlate well with human judgement. ","This study leverages large language models to automatically add semantic information to discovered JSON schemas, generating natural language descriptions, meaningful names, and identifying useful properties, outperforming existing metrics for text generation."
"ReCG: Bottom-up JSON Schema Discovery Using a Repetitive Cluster-and-Generalize Framework","https://scispace.com/paper/recg-bottom-up-json-schema-discovery-using-a-repetitive-34dei3i7hw1s","2024","Journal Article","Proceedings of The Vldb Endowment","Joohyung Yun
Byungchul Tak
Wook-Shin Han","10.14778/3681954.3682019","","The schemalessness, one of the major advantages of JSON representation format, comes with high penalties in querying and operations by denying various critical functions such as query optimizations, indexing, or data verification. There have been continuous efforts to develop an accurate JSON schema discovery algorithm from a bag of JSON documents. Unfortunately, existing schema discovery techniques, being top-down algorithms, face challenges from the lack of visibility into children nodes of JSON tree. With absence of the information about lower-level JSON elements, top-down algorithms need to employ assumptions and heuristics to decide the schema type of nodes. However, such static decisions are often violated in datasets which causes top-down algorithms to perform poorly. To overcome this, we propose an algorithm, called ReCG, that processes JSON documents in a bottom-up manner. It builds up schemas from leaf elements upward in the JSON document tree and, thus, can make more informed decisions of the schema node types. In addition, we adopt MDL (Minimum Description Length) principles systematically while building up the schemas to choose among candidate schemas the most concise yet accurate one with well-balanced generality. Evaluations show that our technique improves the recall and precision of found schemas by as high as 47%, resulting in 46% better F1 score while also performing 2.11× faster on average against the state-of-the-art.","Researchers propose ReCG, a bottom-up JSON schema discovery algorithm that builds schemas from leaf elements upward, improving recall and precision by 47% and F1 score by 46% compared to state-of-the-art methods, while also reducing processing time by 2.11×."
