"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"CEO: Corpus-based Open-Domain Event Ontology Induction","https://scispace.com/paper/http://arxiv.org/abs/2305.13521v2","2023","Preprint","","Nan Xu
Hongming Zhang
Jianshu Chen","","https://arxiv.org/pdf/2305.13521v2","- **Relevance Score:** 7/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows higher coverage and accuracy vs baselines; induces hierarchical event schema from corpora but lacks explicit multi‑doc similarity focus, ontology‑population mapping, and large‑scale scalability.","Existing event-centric NLP models often only apply to the pre-defined ontology, which significantly restricts their generalization capabilities. This paper presents CEO, a novel Corpus-based Event Ontology induction model to relax the restriction imposed by pre-defined event ontologies. Without direct supervision, CEO leverages distant supervision from available summary datasets to detect corpus-wise salient events and exploits external event knowledge to force events within a short distance to have close embeddings. Experiments on three popular event datasets show that the schema induced by CEO has better coverage and higher accuracy than previous methods. Moreover, CEO is the first event ontology induction model that can induce a hierarchical event ontology with meaningful names on eleven open-domain corpora, making the induced schema more trustworthy and easier to be further curated."
"Enhancing Explainable Recommender Systems through Automated Ontology Population and Data Provenance Assurance","https://scispace.com/paper/enhancing-explainable-recommender-systems-through-automated-vl1n9ogtont0","2024","Repository","","","10.5281/zenodo.14057363","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology population and provenance for explainable recommender systems; does not perform schema induction from document collections nor link induction to ontology population, nor provide related evaluations.","This work proposes an approach to automate ontology population, addressing challenges in scalability and generalizability that limit many domain-specific solutions. By leveraging feature selection techniques and the rich, structured datasets of the Web of Data, this method enhances ontology population for applications in the Semantic Web. A primary focus is on explainable recommender systems, where ontologies support transparency and user trust by providing explanations for recommendations and ensuring data provenance. In response to emerging needs for explainable AI, such as those mandated by the EU's GDPR, this study explores how ontologies can improve recommendation systems and support compliance. Key contributions include a comprehensive literature review on ontology-based explainable recommendation, a novel technique for ontology population, and mechanisms for data provenance assurance. "
"Which is better? Taxonomy induction with learning the optimal structure via contrastive learning","https://scispace.com/paper/which-is-better-taxonomy-induction-with-learning-the-optimal-4xob4qgepdir","2024","Journal Article","Knowledge Based Systems","Meng Yuan
Songlin Zhai
Zhihua Chai
Yuxin Zhang
Tianxing Wu
Guilin Qi
Wei Song","10.1016/j.knosys.2024.112405","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on taxonomy induction via contrastive learning, not on schema induction from similar documents, ontology population, or related evaluations.","A taxonomy represents a hierarchically structured knowledge graph that forms the infrastructure for various downstream applications, including recommender systems, web search, and question answering. The exploration of automated induction from text corpora has yielded notable taxonomies such as CN-probase, CN-DBpedia, and Zhishi.schema. Despite these efforts, existing taxonomies still face two critical issues that result in sub-optimal hierarchical structures. On the one hand, commonly observed taxonomies exhibit a coarse-grained and ""flat"" structure, stemming from a noticeable lack of diversity in both nodes and edges. This limitation primarily originates from the biased and homogeneous data distribution. On the other hand, the semantic granularity among ""siblings"" within these taxonomies remains inconsistent, presenting a challenge in accurately and comprehensively identifying hierarchical relations. To address these issues, this study introduces a novel taxonomy induction framework composed of three meticulously designed components. Initially, we established a seed schema by leveraging statistical information from external data sources as distant supervision to append nodes and edges containing ""generic semantics"", thereby rectifying biased data distributions. Subsequently, a clustering algorithm is employed to group the nodes based on their similarities, followed by a refinement operation of the hierarchical relations among these nodes. Building on this seed schema, we propose a fine-grained contrastive learning method in the expansion module to strengthen the utilization of taxonomic structures, consequently boosting the precision of query-anchor matching. Finally, we meticulously scrutinized the hierarchical relations between each query and its siblings to ensure the integrity of the constructed taxonomy. Extensive experiments on real-world datasets validated the efficacy of our proposed framework for constructing well-structured taxonomies. "
"A Comprehensive Review of Schema Extraction Approaches in Linked Data","https://scispace.com/paper/a-comprehensive-review-of-schema-extraction-approaches-in-3dzjljqbafd4","2024","Journal Article","","Lylia Hadri
Messaouda Fareh","10.1109/icaecot62402.2024.10829129","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review paper surveys schema extraction techniques; does not propose inductive schema learning, ontology population, or evaluate scalability/quality improvements.","With the proliferation of interconnected datasets, understanding the underlying schema is crucial for data integration, interoperability, and semantic comprehension. Through a systematic review, we categorize existing approaches into rule-based, statistical, machine learning, and hybrid techniques, outlining their respective strengths, limitations. Challenges such as scalability and incrementality are identified, emphasizing the need for innovative solutions. We discuss recent advancements, including the utilization of deep learning, highlighting emerging trends and future research directions. By synthesizing insights from diverse sources, this review serves as a valuable resource for researchers understanding concepts in schema extraction from Linked Data."
"Open-Domain Hierarchical Event Schema Induction by Incremental Prompting and Verification","https://scispace.com/paper/open-domain-hierarchical-event-schema-induction-by-1cydmxu9of","2023","Journal Article","","Sha Li
Ruining Zhao
Manling Li
Heng Ji
Chris Callison-Burch
Jiawei Han","10.18653/v1/2023.acl-long.312","https://scispace.compdf/open-domain-hierarchical-event-schema-induction-by-1cydmxu9of.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on LLM‑driven event schema induction and verification, without handling multiple similar documents, ontology population, or related scalability/ontology quality evaluations.","Event schemas are a form of world knowledge about the typical progression of events.Recent methods for event schema induction use information extraction systems to construct a large number of event graph instances from documents, and then learn to generalize the schema from such instances.In contrast, we propose to treat event schemas as a form of commonsense knowledge that can be derived from large language models (LLMs).This new paradigm greatly simplifies the schema induction process and allows us to handle both hierarchical relations and temporal relations between events in a straightforward way.Since event schemas have complex graph structures, we design an incremental prompting and verification method INCSCHEMA to break down the construction of a complex event graph into three stages: event skeleton construction, event expansion, and event-event relation verification.Compared to directly using LLMs to generate a linearized graph, INCSCHEMA can generate large and complex schemas with 7.2% F1 improvement in temporal relations and 31.0%F1 improvement in hierarchical relations.In addition, compared to the previous state-of-the-art closed-domain schema induction model, human assessors were able to cover ∼10% more events when translating the schemas into coherent stories and rated our schemas 1.3 points higher (on a 5-point scale) in terms of readability. 1 Relation Allen's base relations e1 starts before e2? e1 ends before e2? e1 duration longer than e2? e1 ≺ e2 e1 precedes e2, e1 meets e2 Yes Yes -e1 ≻ e2 e1 is preceded by e2, e1 is met by e2 No No -e1 ⊂ e2 e1 starts e2, e1 during e2, e1 finishes e2 No Yes No e1 ⊃ e2 e1 is started by e2, e1 contains e2, e1 is finished by e2 Yes No Yes e1 ∥ e2 e1 overlaps with e2, e1 is equal to e2 Yes No No e1 ∥ e2 e1 is overlapped by e2 No Yes Yes "
"Zero-Shot On-the-Fly Event Schema Induction","https://scispace.com/paper/zero-shot-on-the-fly-event-schema-induction-1bz5yvx5","2022","Posted Content","","","10.48550/arxiv.2210.06254","https://scispace.com/pdf/zero-shot-on-the-fly-event-schema-induction-1bz5yvx5.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses GPT-3 to generate a single-topic schema without multiple-document induction, ontology mapping, or scalability/ontology quality evaluation.","What are the events involved in a pandemic outbreak? What steps should be taken when planning a wedding? The answers to these questions can be found by collecting many documents on the complex event of interest, extracting relevant information, and analyzing it. We present a new approach in which large language models are utilized to generate source documents that allow predicting, given a high-level event definition, the specific events, arguments, and relations between them to construct a schema that describes the complex event in its entirety. Using our model, complete schemas on any topic can be generated on-the-fly without any manual data collection, i.e., in a zero-shot manner. Moreover, we develop efficient methods to extract pertinent information from texts and demonstrate in a series of experiments that these schemas are considered to be more complete than human-curated ones in the majority of examined scenarios. Finally, we show that this framework is comparable in performance with previous supervised schema induction methods that rely on collecting real texts while being more general and flexible without the need for a predefined ontology. "
"LLM-empowered knowledge graph construction: A survey","https://scispace.com/paper/llm-empowered-knowledge-graph-construction-a-survey-yddaqjvznj6g","2025","Journal Article","","","10.48550/arxiv.2510.20345","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey reviews LLM-driven KG pipelines but does not propose a schema‑induction method, ontology population, or empirical scalability/quality evaluation.","Knowledge Graphs (KGs) have long served as a fundamental infrastructure for structured knowledge representation and reasoning. With the advent of Large Language Models (LLMs), the construction of KGs has entered a new paradigm-shifting from rule-based and statistical pipelines to language-driven and generative frameworks. This survey provides a comprehensive overview of recent progress in LLM-empowered knowledge graph construction, systematically analyzing how LLMs reshape the classical three-layered pipeline of ontology engineering, knowledge extraction, and knowledge fusion. We first revisit traditional KG methodologies to establish conceptual foundations, and then review emerging LLM-driven approaches from two complementary perspectives: schema-based paradigms, which emphasize structure, normalization, and consistency; and schema-free paradigms, which highlight flexibility, adaptability, and open discovery. Across each stage, we synthesize representative frameworks, analyze their technical mechanisms, and identify their limitations. Finally, the survey outlines key trends and future research directions, including KG-based reasoning for LLMs, dynamic knowledge memory for agentic systems, and multimodal KG construction. Through this systematic review, we aim to clarify the evolving interplay between LLMs and knowledge graphs, bridging symbolic knowledge engineering and neural semantic understanding toward the development of adaptive, explainable, and intelligent knowledge systems. "
"An Unsupervised Ontology Construction Method Based on Pre-trained Language Model","https://scispace.com/paper/an-unsupervised-ontology-construction-method-based-on-pre-8toa0054i8zu","2025","Proceedings Article","","Hanqi Zheng","10.1145/3730436.3730532","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on unsupervised concept and relation discovery from single-document embeddings; lacks schema induction from multiple similar documents, ontology population mapping, explicit induction‑population link, detailed quality evaluation, or large‑scale scalability.","With the fast growth of text data, the importance of automatic ontology construction has grown significantly‎. The proposed article provides a novel approach by applying pre-trained ‎language models to automatically construct the ontology. The framework consists of two sequential phases: automatic concept discovery and automatic relation discovery. In the context of automatic concept discovery, instances and their embedding vectors ‎are extracted first through Named Entity Recognition (NER). Then, the unsupervised affinity ‎propagation (AP) clustering algorithm is applied to classify these embedding vectors, resulting in the discovery of the ‎concepts. A denoising method is discussed to obtain higher accuracy with respect to the concepts obtained to reduce noise caused by complete clustering. Related to automatic relation discovery between concepts (mentioned in the next section), the process ‎generates inexplicable concepts that are contextually similar based on the embedded vectors of instances mapping ‎over the two entities. This can enable unsupervised automatic discovery of relations between the contextually related concepts. This method shows a certain feasibility and achieves early effectiveness in unsupervised automatic ontology construction with the experimental results. ‎"
"LLMs4OL 2024 Datasets: Toward Ontology Learning with Large Language Models","https://scispace.com/paper/llms4ol-2024-datasets-toward-ontology-learning-with-large-kx7mkg1yy9ow","2024","Proceedings Article","Open conference proceedings","Hamed Babaei Giglou
Jennifer D’Souza
Sameer Sadruddin
Sören Auer","10.52825/ocp.v4i.2480","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides benchmark datasets for LLM‑based ontology learning tasks (term typing, taxonomy discovery, relation extraction) but does not perform schema induction, ontology population, or scalability/evaluation studies.","Ontology learning (OL) from unstructured data has evolved significantly, with recent advancements integrating large language models (LLMs) to enhance various aspects of the process. The paper introduces the LLMs4OL 2024 datasets, developed to benchmark and advance research in OL using LLMs. The LLMs4OL 2024 dataset as a key component of the LLMs4OL Challenge, targets three primary OL tasks: Term Typing, Taxonomy Discovery, and Non-Taxonomic Relation Extraction. It encompasses seven domains, i.e. lexosemantics and biological functions, offering a comprehensive resource for evaluating LLM-based OL approaches Each task within the dataset is carefully crafted to facilitate both Few-Shot (FS) and Zero-Shot (ZS) evaluation scenarios, allowing for robust assessment of model performance across different knowledge domains to address a critical gap in the field by offering standardized benchmarks for fair comparison for evaluating LLM applications in OL. "
"ERSOM: A Structural Ontology Matching Approach Using Automatically Learned Entity Representation","https://scispace.com/paper/ersom-a-structural-ontology-matching-approach-using-8q7ejmyh6tj3","2024","Repository","","Xiang Chen
Tingsong Jiang
Baobao Chang
Zhifang Sui","10.60692/ejaqh-s2b14","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology matching via entity representation learning and similarity propagation; does not induce schemas from document collections nor populate ontologies automatically.","As a key representation model of knowledge, ontology has been widely used in a lot of NLP related tasks, such as semantic parsing, information extraction and text mining etc.In this paper, we study the task of ontology matching, which concentrates on finding semantically related entities between different ontologies that describe the same domain, to solve the semantic heterogeneity problem.Previous works exploit different kinds of descriptions of an entity in ontology directly and separately to find the correspondences without considering the higher level correlations between the descriptions.Besides, the structural information of ontology haven't been utilized adequately for ontology matching.We propose in this paper an ontology matching approach, named ERSOM, which mainly includes an unsupervised representation learning method based on the deep neural networks to learn the general representation of the entities and an iterative similarity propagation method that takes advantage of more abundant structure information of the ontology to discover more mappings.The experimental results on the datasets from Ontology Alignment Evaluation Initiative (OAEI 1 ) show that ER-SOM achieves a competitive performance compared to the state-of-the-art ontology matching systems. "
"InToEventS: An Interactive Toolkit for Discovering and Building Event Schemas","https://scispace.com/paper/intoevents-an-interactive-toolkit-for-discovering-and-cwqd02wzt8ga","2024","Repository","","Germán Ferrero
Audi Primadhanty
Ariadna Quattoni","10.60692/35vww-d8k75","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses interactive clustering to discover event schemas from a corpus, but lacks ontology population, explicit linkage, ontology quality evaluation, and large‑scale scalability.","Event Schema Induction is the task of learning a representation of events (e.g., bombing) and the roles involved in them (e.g, victim and perpetrator). This paper presents InToEventS, an interactive tool for learning these schemas. InToEventS allows users to explore a corpus and discover which kind of events are present. We show how users can create useful event schemas using two interactive clustering steps. "
"SCI 3.0: A Web-based Schema Curation Interface for Graphical Event
  Representations","https://scispace.com/paper/sci-3-0-a-web-based-schema-curation-interface-for-graphical-3qmqeakbst","2024","Preprint","","Reece Suchocki
Mary Martin
Martha Palmer
Susan Windisch Brown","10.48550/arxiv.2405.09733","https://scispace.compdf/sci-3-0-a-web-based-schema-curation-interface-for-graphical-3qmqeakbst.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a web interface for manual schema curation; only brief automatic induction, no ontology population or linked evaluation, and lacks large‑scale scalability evidence.","To understand the complexity of global events, one must navigate a web of interwoven sub-events, identifying those most impactful elements within the larger, abstract macro-event framework at play. This concept can be extended to the field of natural language processing (NLP) % original: by defining abstract event representations as structured event schemas. through the creation of structured event schemas which can serve as representations of these abstract events. Central to our approach is the Schema Curation Interface 3.0 (SCI 3.0), a web application that facilitates real-time editing of event schema properties within a generated graph e.g., adding, removing, or editing sub-events, entities, and relations directly through an interface. "
"Semantic Approach for Auto-Driven Medical Database Construction","https://scispace.com/paper/semantic-approach-for-auto-driven-medical-database-h89mpi1h5e","2023","Proceedings Article","","Zina Nakhla
Kaouther Nouira","10.1109/codit58514.2023.10284140","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generating databases from existing ontologies, not on inducing schemas from documents or using them to populate ontologies; no evaluation of ontology improvement or large‑scale document handling.","Ontologies have become a standard for knowledge representation, supporting the organization and acquisition of knowledge across different domains. However, there are similarities between ontologies and databases in terms of organizing and structuring information, managing relationships between data elements, and supporting querying capabilities. In this paper, our objective is to leverage the information stored in ontologies to automatically construct a database. We propose a novel approach that automates and optimizes the storage of data in a database based on the ontology's structure. We define a set of rules to analyze the ontology, identify concepts, attributes, and relationships, and generate the corresponding database schema. This automation streamlines the database creation process, ensures consistency between the ontology and the database, and enables efficient storage, retrieval, and management of data based on the semantic structure provided by the ontology. To evaluate our approach, we develop a framework that tests the rules using various medical ontologies and generates corresponding databases. We conduct a series of tests to analyze the resulting database and compare it with existing approaches in the literature. Our framework demonstrates effectiveness in terms of generating time and database size."
"Event Schema Induction with Double Graph Autoencoders","https://scispace.com/paper/event-schema-induction-with-double-graph-autoencoders-1m67m0to","2022","Proceedings Article","Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","Xiaomeng Jin
Manling Li
Heng Ji","10.18653/v1/2022.naacl-main.147","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Induces event schemas via double graph autoencoders, but does not map schemas to ontologies or evaluate ontology quality; scalability limited to three datasets.","Event schema depicts the typical structure of complex events, serving as a scaffolding to effectively analyze, predict, and possibly intervene in the ongoing events. To induce event schemas from historical events, previous work uses an event-by-event scheme, ignoring the global structure of the entire schema graph. We propose a new event schema induction framework using double graph autoencoders, which captures the global dependencies among nodes in event graphs. Specifically, we first extract the event skeleton from an event graph and design a variational directed acyclic graph (DAG) autoencoder to learn its global structure. Then we further fill in the event arguments for the skeleton, and use another Graph Convolutional Network (GCN) based autoencoder to reconstruct entity-entity relations as well as to detect coreferential entities. By performing this two-stage induction decomposition, the model can avoid reconstructing the entire graph in one step, allowing it to focus on learning global structures between events. Experimental results on three event graph datasets demonstrate that our method achieves state-of-the-art performance and induces high-quality event schemas with global consistency."
