"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"From human experts to machines: An LLM supported approach to ontology and knowledge graph construction","https://scispace.com/paper/from-human-experts-to-machines-an-llm-supported-approach-to-3f0rjdi6v5","2024","Journal Article","arXiv.org","Vamsi Krishna Kommineni
Birgitta König-Ries
Sheeba Samuel","10.48550/arxiv.2403.08345","","The conventional process of building Ontologies and Knowledge Graphs (KGs) heavily relies on human domain experts to define entities and relationship types, establish hierarchies, maintain relevance to the domain, fill the ABox (or populate with instances), and ensure data quality (including amongst others accuracy and completeness). On the other hand, Large Language Models (LLMs) have recently gained popularity for their ability to understand and generate human-like natural language, offering promising ways to automate aspects of this process. This work explores the (semi-)automatic construction of KGs facilitated by open-source LLMs. Our pipeline involves formulating competency questions (CQs), developing an ontology (TBox) based on these CQs, constructing KGs using the developed ontology, and evaluating the resultant KG with minimal to no involvement of human experts. We showcase the feasibility of our semi-automated pipeline by creating a KG on deep learning methodologies by exploiting scholarly publications. To evaluate the answers generated via Retrieval-Augmented-Generation (RAG) as well as the KG concepts automatically extracted using LLMs, we design a judge LLM, which rates the generated content based on ground truth. Our findings suggest that employing LLMs could potentially reduce the human effort involved in the construction of KGs, although a human-in-the-loop approach is recommended to evaluate automatically generated KGs.","The use of LLMs for semi-automated KG construction reduces human effort, but requires human oversight for quality control."
"Methodological Exploration of Ontology Generation with a Dedicated Large Language Model","https://scispace.com/paper/methodological-exploration-of-ontology-generation-with-a-wzpdzv5bxrwe","2025","Journal Article","Electronics","Maria Assunta Cappelli
Giovanna Di Marzo Serugendo","10.3390/electronics14142863","","Ontologies are essential tools for representing, organizing, and sharing knowledge across various domains. This study presents a methodology for ontology construction supported by large language models (LLMs), with an initial application in the automotive sector. Specifically, a user preference ontology for adaptive interfaces in autonomous machines was developed using ChatGPT-4o. Based on this case study, the results were generalized into a reusable methodology. The proposed workflow integrates classical ontology engineering methodologies with the generative and analytical capabilities of LLMs. Each phase follows well-established steps: domain definition, term elicitation, class hierarchy construction, property specification, formalization, population, and validation. A key innovation of this approach is the use of a guiding table that translates domain knowledge into structured prompts, ensuring consistency across iterative interactions with the LLM. Human experts play a continuous role throughout the process, refining definitions, resolving ambiguities, and validating outputs. The ontology was evaluated in terms of logical consistency, structural properties, semantic accuracy, and inferential completeness, confirming its correctness and coherence. Additional validation through SPARQL queries demonstrated its reasoning capabilities. This methodology is generalizable to other domains, if domain experts adapt the guiding table to the specific context. Despite the support provided by LLMs, domain expertise remains essential to guarantee conceptual rigor and practical relevance. ","This study presents a methodology for ontology construction using large language models, integrating classical ontology engineering with LLM capabilities, and demonstrates its application in the automotive sector with a user preference ontology for autonomous machines."
"on2vec: Ontology Embeddings with Graph Neural Networks and Sentence Transformers","https://scispace.com/paper/on2vec-ontology-embeddings-with-graph-neural-networks-and-g0yckpvxgwc5","2025","Journal Article","","David Steinberg
Maxat Kulmanov
Núria Queralt-Rosiñach
Hirokazu Chiba
Dorothy Ellis","10.37044/osf.io/4f763_v1","","Ontologies provide structured vocabularies and relationships essential for organizing biological knowledge, yet their symbolic nature limits integration with modern machine learning methods. Leveraging recent advances in graph neural networks (GNNs) and transformer-based language models, we present on2vec, a toolkit developed during the DBCLS BioHackathon 2025 for generating vector embeddings from OWL ontologies. on2vec integrates structural information from ontology hierarchies with semantic features from textual annotations using HuggingFace Sentence Transformers, producing domain-aware embeddings suitable for downstream biomedical applications and ontology-based reasoning tasks. ",""
"CEO: Corpus-based Open-Domain Event Ontology Induction","https://scispace.com/paper/ceo-corpus-based-open-domain-event-ontology-induction-1wmar83a","2023","Journal Article","arXiv.org","Hongming Zhang
Jianshu Chen","10.48550/arXiv.2305.13521","https://scispace.compdf/ceo-corpus-based-open-domain-event-ontology-induction-1wmar83a.pdf","Existing event-centric NLP models often only apply to the pre-defined ontology, which significantly restricts their generalization capabilities. This paper presents CEO, a novel Corpus-based Event Ontology induction model to relax the restriction imposed by pre-defined event ontologies. Without direct supervision, CEO leverages distant supervision from available summary datasets to detect corpus-wise salient events and exploits external event knowledge to force events within a short distance to have close embeddings. Experiments on three popular event datasets show that the schema induced by CEO has better coverage and higher accuracy than previous methods. Moreover, CEO is the first event ontology induction model that can induce a hierarchical event ontology with meaningful names on eleven open-domain corpora, making the induced schema more trustworthy and easier to be further curated.","This paper proposed a Corpus-based Event Ontology induction model to relax the restriction imposed by pre-defined event ontologies, which leverages distant supervision from available summary datasets to detect corpus-wise salient events and exploits external event knowledge to force events within a short distance to have close embeddings."
"CEO: Corpus-based Open-Domain Event Ontology Induction","https://scispace.com/paper/ceo-corpus-based-open-domain-event-ontology-induction-1rwbzq2w","2023","Posted Content","","","10.48550/arxiv.2305.13521","https://scispace.com/pdf/ceo-corpus-based-open-domain-event-ontology-induction-1rwbzq2w.pdf","Existing event-centric NLP models often only apply to the pre-defined ontology, which significantly restricts their generalization capabilities. This paper presents CEO, a novel Corpus-based Event Ontology induction model to relax the restriction imposed by pre-defined event ontologies. Without direct supervision, CEO leverages distant supervision from available summary datasets to detect corpus-wise salient events and exploits external event knowledge to force events within a short distance to have close embeddings. Experiments on three popular event datasets show that the schema induced by CEO has better coverage and higher accuracy than previous methods. Moreover, CEO is the first event ontology induction model that can induce a hierarchical event ontology with meaningful names on eleven open-domain corpora, making the induced schema more trustworthy and easier to be further curated. ","The authors proposed a Corpus-based Event Ontology induction model to relax the restriction imposed by pre-defined event ontologies, which leverages distant supervision from available summary datasets to detect corpus-wise salient events and exploits external event knowledge to force events within a short distance to have close embeddings."
"LABKAG at LLMs4OL 2025 Tasks A and C: Context-Rich Prompting for Ontology Construction","https://scispace.com/paper/labkag-at-llms4ol-2025-tasks-a-and-c-context-rich-prompting-ohzor206hxmh","2025","Proceedings Article","Open conference proceedings","Xinyi Zhao
Kevin Drake
Yuya Sasaki
Hidetaka Hando
Xinyi Zhao
Kevin Drake
Yuya Sasaki
Hidetaka Hando","10.52825/ocp.v6i.2891","https://scispace.compdf/labkag-at-llms4ol-2025-tasks-a-and-c-context-rich-prompting-ohzor206hxmh.pdf","This paper presents LABKAG's submission to the LLMs4OL 2025 Challenge, focusing on ontology construction from domain-specific text using large language models (LLMs). Our core methodology prioritizes prompt design over fine-tuning or external knowledge, demonstrating its effectiveness in generating structured knowledge. For Task A (Text2Onto: extracting ontological terms and types), we utilized a locally deployed Qwen3-8B model, while for Task C (Taxonomy Discovery: identifying taxonomic hierarchies), we evaluated the performance of GPT-4o-mini and Gemini 2.5 Pro. Our experiments consistently show that incorporating in-domain examples and providing richer context within prompts significantly enhances performance. These results confirm that well-engineered prompts enable LLMs to effectively extract entities and their hierarchical relationships, offering a lightweight, adaptable, and generalizable approach to structured knowledge extraction. ","This paper presents LABKAG's LLMs4OL 2025 Challenge submission, demonstrating the effectiveness of context-rich prompting for ontology construction using large language models, with experiments showing improved performance with in-domain examples and richer context within prompts."
"Learning Ontology Classes from Text by Clustering Lexical Substitutes Derived from Language Models1","https://scispace.com/paper/learning-ontology-classes-from-text-by-clustering-lexical-3g1nt28o","2022","Book Chapter","","","10.3233/ssw220018","","Many tools for knowledge management and the Semantic Web presuppose the existence of an arrangement of instances into classes, i. e. an ontology. Creating such an ontology, however, is a labor-intensive task. We present an unsupervised method to learn an ontology from text. We rely on pre-trained language models to generate lexical substitutes of given entities and then use matrix factorization to induce new classes and their entities. Our method differs from previous approaches in that (1) it captures the polysemy of entities; (2) it produces interpretable labels of the induced classes; (3) it does not require any particular structure of the text; (4) no re-training is required. We evaluate our method on German and English WikiNER corpora and demonstrate the improvements over state of the art approaches. ","This article used pre-trained language models to generate lexical substitutes of given entities, and then used matrix factorization to induce new classes and their entities and produce interpretable labels of the induced classes."
"LLM-empowered knowledge graph construction: A survey","https://scispace.com/paper/llm-empowered-knowledge-graph-construction-a-survey-yddaqjvznj6g","2025","Journal Article","","","10.48550/arxiv.2510.20345","","Knowledge Graphs (KGs) have long served as a fundamental infrastructure for structured knowledge representation and reasoning. With the advent of Large Language Models (LLMs), the construction of KGs has entered a new paradigm-shifting from rule-based and statistical pipelines to language-driven and generative frameworks. This survey provides a comprehensive overview of recent progress in LLM-empowered knowledge graph construction, systematically analyzing how LLMs reshape the classical three-layered pipeline of ontology engineering, knowledge extraction, and knowledge fusion. We first revisit traditional KG methodologies to establish conceptual foundations, and then review emerging LLM-driven approaches from two complementary perspectives: schema-based paradigms, which emphasize structure, normalization, and consistency; and schema-free paradigms, which highlight flexibility, adaptability, and open discovery. Across each stage, we synthesize representative frameworks, analyze their technical mechanisms, and identify their limitations. Finally, the survey outlines key trends and future research directions, including KG-based reasoning for LLMs, dynamic knowledge memory for agentic systems, and multimodal KG construction. Through this systematic review, we aim to clarify the evolving interplay between LLMs and knowledge graphs, bridging symbolic knowledge engineering and neural semantic understanding toward the development of adaptive, explainable, and intelligent knowledge systems. ","This survey reviews recent progress in Large Language Model (LLM)-empowered knowledge graph construction, analyzing how LLMs reshape the classical pipeline of ontology engineering, knowledge extraction, and fusion, and outlining key trends and future research directions."
"Graph Language Models","https://scispace.com/paper/graph-language-models-jmkpwn1iji","2024","Journal Article","arXiv.org","Moritz Plenz
Anette Frank","10.48550/arxiv.2401.07105","","While Language Models (LMs) are the workhorses of NLP, their interplay with structured knowledge graphs (KGs) is still actively researched. Current methods for encoding such graphs typically either (i) linearize them for embedding with LMs -- which underutilize structural information, or (ii) use Graph Neural Networks (GNNs) to preserve the graph structure -- but GNNs cannot represent text features as well as pretrained LMs. In our work we introduce a novel LM type, the Graph Language Model (GLM), that integrates the strengths of both approaches and mitigates their weaknesses. The GLM parameters are initialized from a pretrained LM to enhance understanding of individual graph concepts and triplets. Simultaneously, we design the GLM's architecture to incorporate graph biases, thereby promoting effective knowledge distribution within the graph. This enables GLMs to process graphs, texts, and interleaved inputs of both. Empirical evaluations on relation classification tasks show that GLM embeddings surpass both LM- and GNN-based baselines in supervised and zero-shot setting, demonstrating their versatility.","This work introduces a novel LM type, the Graph Language Model (GLM), that integrates the strengths of both approaches and mitigates their weaknesses, and designs the GLM's architecture to incorporate graph biases, thereby promoting effective knowledge distribution within the graph."
"LLM4VKG: Leveraging Large Language Models for Virtual Knowledge Graph Construction","https://scispace.com/paper/llm4vkg-leveraging-large-language-models-for-virtual-9w3v020ke5v9","2025","Journal Article","","Guohui Xiao
Ren Lin
Guilin Qi
Hui Xue
Marco Di Panfilo
Davide Lanti","10.24963/ijcai.2025/525","","Virtual Knowledge Graphs (VKGs) provide an effective solution for data integration but typically require significant expertise for their construction. This process, involving ontology development, schema analysis, and mapping creation, is often hindered by naming ambiguities and matching issues, which traditional rule-based methods struggle to address. Large language models (LLMs), with their ability to process and generate contextually relevant text, offer a potential solution. In this work, we introduce LLM4VKG, a novel framework that leverages LLMs to automatize VKG construction. Experimental evaluation on the RODI benchmark demonstrates that LLM4VKG surpasses state-of-the-art methods, achieving an average F1-score improvement of +17% and a peak gain of +39%. Moreover, LLM4VKG proves robust against incomplete ontologies and can handle complex mappings where current methods fail. ","LLM4VKG, a novel framework, leverages large language models to automate Virtual Knowledge Graph construction, outperforming state-of-the-art methods by +17% average F1-score and +39% peak gain, while being robust against incomplete ontologies and complex mappings."
"A Review of State of the Art Deep Learning Models for Ontology Construction","https://scispace.com/paper/a-review-of-state-of-the-art-deep-learning-models-for-595tae87vb","2024","Review","IEEE Access","Tsitsi Zengeya
Jean Vincent Fonou-Dombeu","10.1109/access.2024.3406426","","Researchers are working towards automation of ontology construction to manage the ever-growing data on the web. Currently, there is a shift from the use of machine learning techniques towards exploration of deep learning models for ontology construction. Deep learning model are capable of extracting terms, entities, relations, and classifications, and perform axiom learning from the underutilized richness of web-based knowledge. There has been remarkable progress in automatic ontology creation using deep learning models since they can perform word embedding, long-term dependency acquisition, concept extraction from large corpora, and inference of abstracted relationships based on broad corpora. Despite their emerging importance, deep learning models remain underutilized in ontology construction, and there is no comprehensive review of their application in ontology learning. This paper presents a comprehensive review of existing deep-learning models for the construction of ontologies, the strength and the weaknesses presented by the deep learning models for ontology learning as well as promising directions to achieve a more robust deep learning models. The Deep Learning models reviewed include Recurrent Neural Networks (RNNs), Convolutional Neural Networks (CNNs), Long-Short Term Memory (LSTMs), and Gated Recurrent Unit (GRU) as well as their ensembles. While these traditional deep learning models have achieved great success, one of their limitations is that they struggle to understand the meaning and order of data in sequences. CNNs and RNN-based models such as LSTMs and GRUs can be computationally expensive due to their large number of parameters or complex gating mechanisms. Furthermore, RNN models suffer from vanishing gradients, making it difficult to learn long-term relationships in sequences. Additionally, RNN-based models process information sequentially, limiting their ability to take advantage of powerful parallel computing hardware, slowing down training and inference, especially for long sequences. Consequently, there has been a shift towards Generative Pre-Trained (GPT) models and Bidirectional Encoder Representations from Transformers (BERT) models. This paper also reviewed the GPT-3, GPT-4, and the BERT models for extracting terms, entities, relations, and classifications. While GPT models excel in contextual understanding and flexibility, they fall short when handling domain-specific terminology and disambiguating complex relationships. Fine-tuning and domain-specific training data could minimize these shortcomings, and further enhance the performance of GPT in term and relation extraction tasks. On the other hand, the BERT models excel in comprehending context-heavy texts, but struggles with higher-level abstraction and inference tasks due to a lack of explicit semantic knowledge, thus necessitating inference for unspecified relationships. The paper recommends further research on deep learning models for ontology alignment and merging. Also, the ensembling of deep learning models and the use of domain-specific knowledge for ontology learning require further research for ontology construction.","A review of state-of-the-art deep learning models for ontology construction reveals their potential for extracting terms, entities, relations, and classifications. Despite their limitations, deep learning models hold promise for automating ontology construction. Further research is needed on ensembling deep learning models and incorporating domain-specific knowledge for ontology learning."
"Language Models as Ontology Encoders","https://scispace.com/paper/language-models-as-ontology-encoders-xnfg4zek5w6i","2025","Journal Article","arXiv.org","Hui Yang
Jiaoyan Chen
Yuan He
Yongsheng Gao
Ian Horrocks","10.48550/arxiv.2507.14334","","OWL (Web Ontology Language) ontologies which are able to formally represent complex knowledge and support semantic reasoning have been widely adopted across various domains such as healthcare and bioinformatics. Recently, ontology embeddings have gained wide attention due to its potential to infer plausible new knowledge and approximate complex reasoning. However, existing methods face notable limitations: geometric model-based embeddings typically overlook valuable textual information, resulting in suboptimal performance, while the approaches that incorporate text, which are often based on language models, fail to preserve the logical structure. In this work, we propose a new ontology embedding method OnT, which tunes a Pretrained Language Model (PLM) via geometric modeling in a hyperbolic space for effectively incorporating textual labels and simultaneously preserving class hierarchies and other logical relationships of Description Logic EL. Extensive experiments on four real-world ontologies show that OnT consistently outperforms the baselines including the state-of-the-art across both tasks of prediction and inference of axioms. OnT also demonstrates strong potential in real-world applications, indicated by its robust transfer learning abilities and effectiveness in real cases of constructing a new ontology from SNOMED CT. Data and code are available at https://github.com/HuiYang1997/OnT.","This paper proposes OnT, a novel ontology embedding method that tunes a Pretrained Language Model in a hyperbolic space to incorporate textual labels and preserve logical relationships, outperforming state-of-the-art methods in prediction and inference tasks on four real-world ontologies."
"Hierarchical Neural Schema Construction for Enhanced Contextual Understanding in Large Language Models","https://scispace.com/paper/hierarchical-neural-schema-construction-for-enhanced-6uxbl7or4tke","2025","Journal Article","","Graeme Mousem
Roger Montague
JD Blackwood
Fritha M. Langford
M. Abercrombie","10.31219/osf.io/yk59u","","The integration of Hierarchical Neural Schema Construction (HNSC) into large language models (LLMs) has demonstrated significant advancements in contextual understanding, robustness, and generalization capabilities. By structuring information hierarchically, the HNSC approach enables LLMs to manage complex relationships and dependencies more effectively, leading to improved performance across various natural language processing tasks. This enhancement is particularly evident in the model's ability to maintain coherence over extended text sequences and adapt to diverse domains, indicating a substantial step forward in the development of more versatile and reliable language models. Despite the promising outcomes, the implementation of HNSC introduces additional computational overhead, as evidenced by the increased training time and resource consumption observed during experimentation. While the performance gains justify this overhead, it is essential to consider the scalability of the approach, especially when deploying LLMs in resource-constrained environments. Future research should focus on optimizing the hierarchical schema construction process to balance computational efficiency with performance improvements, ensuring the practical applicability of the method across different settings. The robustness of the HNSC model to noisy input data highlights its potential for real-world applications where data quality cannot always be guaranteed. The model's ability to maintain lower perplexity scores under varying levels of input corruption suggests that hierarchical schema construction contributes to more resilient language understanding. This resilience is crucial for applications such as automated content generation, machine translation, and conversational agents, where input data may be incomplete or contain errors. ","Hierarchical Neural Schema Construction (HNSC) enhances large language models' contextual understanding, robustness, and generalization capabilities by structuring information hierarchically, improving performance in natural language processing tasks, but introduces computational overhead requiring optimization for practical applicability."
