"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Large Language Models for Scholarly Ontology Generation: An Extensive
  Analysis in the Engineering Field","https://scispace.com/paper/large-language-models-for-scholarly-ontology-generation-an-33fszblmqjnf","2024","Journal Article","","Tanay Aggarwal
Angelo A. Salatino
Francesco Osborne
Enrico Motta","10.48550/arxiv.2412.08258","https://scispace.compdf/large-language-models-for-scholarly-ontology-generation-an-33fszblmqjnf.pdf","- **Relevance Score:** 55/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs as primary engine to auto‑generate scholarly ontologies from engineering papers, extracts schema and builds ontology from the corpus; limited evidence of cross‑domain generalization, no domain‑agnostic claim or multi‑domain tests, sparse comparisons, and lacks scalability or downstream validation details.","Ontologies of research topics are crucial for structuring scientific knowledge, enabling scientists to navigate vast amounts of research, and forming the backbone of intelligent systems such as search engines and recommendation systems. However, manual creation of these ontologies is expensive, slow, and often results in outdated and overly general representations. As a solution, researchers have been investigating ways to automate or semi-automate the process of generating these ontologies. This paper offers a comprehensive analysis of the ability of large language models (LLMs) to identify semantic relationships between different research topics, which is a critical step in the development of such ontologies. To this end, we developed a gold standard based on the IEEE Thesaurus to evaluate the task of identifying four types of relationships between pairs of topics: broader, narrower, same-as, and other. Our study evaluates the performance of seventeen LLMs, which differ in scale, accessibility (open vs. proprietary), and model type (full vs. quantised), while also assessing four zero-shot reasoning strategies. Several models have achieved outstanding results, including Mixtral-8x7B, Dolphin-Mistral-7B, and Claude 3 Sonnet, with F1-scores of 0.847, 0.920, and 0.967, respectively. Furthermore, our findings demonstrate that smaller, quantised models, when optimised through prompt engineering, can deliver performance comparable to much larger proprietary models, while requiring significantly fewer computational resources. "
"EOAC-LLM: An LLM-Driven Event Ontology Automatic Construction System","https://scispace.com/paper/ittEUyLgxvYJ","","","","Z Lu
J Yang
C Guo
C Zhang
Y Li","","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5775146","- **Relevance Score:** 55/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLM to iteratively build event ontology schema from raw corpora, extracting class hierarchy and properties. Works across domains but lacks explicit domain‑agnostic claims and broad generalization tests. No multi‑domain benchmarks, comparative baselines, scalability metrics, or downstream validation reported.",""
"LLMs4SchemaDiscovery: A Human-in-the-Loop Workflow for Scientific Schema Mining with Large Language Models","https://scispace.com/paper/llms4schemadiscovery-a-human-in-the-loop-workflow-for-a7ohd9kmq9vs","2025","Journal Article","arXiv.org","Sameer Sadruddin
Jennifer D'Souza
Eleni Poupaki
Alex Watkins
Hamed Babaei Giglou
Anisa Rula
Bora Karasulu
Sören Auer
Adrie Mackus
Erwin Kessels","10.48550/arxiv.2504.00752","https://scispace.compdf/llms4schemadiscovery-a-human-in-the-loop-workflow-for-a7ohd9kmq9vs.pdf","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs as primary engine for schema mining; claims adaptability across domains but demonstrates only materials science; extracts schemas directly from scientific papers; includes dedicated schema extraction step; human‑in‑the‑loop refinement validates output; limited evidence of cross‑domain generalization; lacks multi‑domain tests, comparative baselines, and scalability metrics.",""
"Prompt-guided LLM agent for end-to-end ontology learning","https://scispace.com/paper/prompt-guided-llm-agent-for-end-to-end-ontology-learning-247zgprujwq4","2025","Journal Article","Ìnformacìjnì tehnologìï ta kompʼûterna ìnženerìâ","Yaroslav Teplyi
Dmytro Dosyn","10.31649/vitce/2.2025.35","","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLM prompts to fully automate ontology creation from raw texts, includes schema discovery and validation, compares favorably to KGGen, but focuses on scholarly corpora and lacks broad domain, scalability, or downstream task evaluation.","Abstract. Turning the vast knowledge of large language models (LLMs) into logical, machine-interpretable ontologies poses a difficult task. Conventional single-prompt strategies often generated ambiguous or mutually inconsistent triples could not be merged safely with reference knowledge bases. The present work therefore aimed to design and empirically verify an entirely automated workflow that converts raw text into schema–compliant RDF/OWL statements without manual intervention. The resulting agent combined four stages – schema discovery, instance extraction, self-repair validation, and ontology alignment – each expressed as structured prompts executed by an LLM. A validator inspected every candidate assertion against the extracted domain-range constraints; any violation triggered an iterative analyse- errors / fix-schema / fix-instances loop until consistency was reached. The workflow was instantiated with three families of LLMs – GPT-4.1-mini, LLaMA-3.3-70b, and Grok-3-mini – chosen to represent high-end proprietary, open-weights, and cost-efficient small models. Quality was measured on the synthetic Measure of Information in Nodes and Edges (MINE) benchmark and on two real scholarly texts: ten English CEUR-WS workshop volumes and ten Ukrainian issues of the Journal of Lviv Polytechnic National University “Information Systems and Networks”. On MINE the agent paired with LLaMA-3.3-70b achieved 67.5% fact recall, surpassing the KGGen pipeline (66.07%) while still enforcing schema coherence; GPT-4.1-mini and Grok-3-mini reached 59.8% and 52.4%, respectively. When applied to the bilingual texts, all models reproduced the canonical author–paper–journal relation, proposed up to 39 new classes and 29 new relations, and instantiated more than 800 individuals per dataset with only minor post-repair inconsistencies. Extracted labels remained in English even for Ukrainian inputs. While GPT-4.1-mini and LLaMA-3.3-70b generated broader and valid schema yet most of the schema remained uninitiated, when Grok-3-mini produced concise and fully populated schema with instances. The practical outcome is a pipeline that can be used on digital libraries or domain portals to expand existing knowledge graphs continuously and with minimal human effort, thereby lowering the cost for ontology maintenance and enrichment "
"Learning Ontology Classes from Text by Clustering Lexical Substitutes Derived from Language Models1","https://scispace.com/paper/learning-ontology-classes-from-text-by-clustering-lexical-3g1nt28o","2022","Book Chapter","","","10.3233/ssw220018","","- **Relevance Score:** 48/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLM‑generated lexical substitutes to induce classes directly from corpora, yielding interpretable ontology without external resources; limited schema extraction and generalization evidence.","Many tools for knowledge management and the Semantic Web presuppose the existence of an arrangement of instances into classes, i. e. an ontology. Creating such an ontology, however, is a labor-intensive task. We present an unsupervised method to learn an ontology from text. We rely on pre-trained language models to generate lexical substitutes of given entities and then use matrix factorization to induce new classes and their entities. Our method differs from previous approaches in that (1) it captures the polysemy of entities; (2) it produces interpretable labels of the induced classes; (3) it does not require any particular structure of the text; (4) no re-training is required. We evaluate our method on German and English WikiNER corpora and demonstrate the improvements over state of the art approaches. "
"Formal Ontology Learning from English IS-A Sentences","https://scispace.com/paper/http://arxiv.org/abs/1802.03701v1","2018","Preprint","","Sourish Dasgupta
Ankur Padia
Gaurav Maheshwari
Priyansh Trivedi
Jens Lehmann","","https://arxiv.org/pdf/1802.03701v1","- **Relevance Score:** 48/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Domain-agnostic IS‑A parsing, corpus‑driven DL generation, explicit schema extraction, benchmarks against Text2Onto/FRED/LExO. Shows limited generalization evidence; no LLM, scalability, or human evaluation.","Ontology learning (OL) is the process of automatically generating an ontological knowledge base from a plain text document. In this paper, we propose a new ontology learning approach and tool, called DLOL, which generates a knowledge base in the description logic (DL) SHOQ(D) from a collection of factual non-negative IS-A sentences in English. We provide extensive experimental results on the accuracy of DLOL, giving experimental comparisons to three state-of-the-art existing OL tools, namely Text2Onto, FRED, and LExO. Here, we use the standard OL accuracy measure, called lexical accuracy, and a novel OL accuracy measure, called instance-based inference model. In our experimental results, DLOL turns out to be about 21% and 46%, respectively, better than the best of the other three approaches."
"What's In Your Field? Mapping Scientific Research with Knowledge Graphs and Large Language Models","https://scispace.com/paper/what-s-in-your-field-mapping-scientific-research-with-73cniymcimjr","2025","Journal Article","arXiv.org","Abhipsha Das
Nicholas Lourie
Siavash Golkar
Mariel Pettee","10.48550/arxiv.2503.09894","https://scispace.compdf/what-s-in-your-field-mapping-scientific-research-with-73cniymcimjr.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to extract concepts and build a domain‑agnostic schema from scientific papers, enabling queryable knowledge graphs. Shows cross‑disciplinary potential but lacks full ontology induction, multi‑domain tests, scalability metrics, and thorough downstream validation.",""
"OneKE: A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction
  System","https://scispace.com/paper/oneke-a-dockerized-schema-guided-llm-agent-based-knowledge-6ysggwnvn5vt","2024","Journal Article","","Luo Yu-jie
Xiangyuan Ru
Kangwei Liu
Lin Yuan
Mengshu Sun
Ningyu Zhang
Lei Liang
Zhiqiang Zhang
Jun Zhou
Wei Lei
Da Zheng
Haofen Wang
Huajun Chen","10.48550/arxiv.2412.20005","https://scispace.compdf/oneke-a-dockerized-schema-guided-llm-agent-based-knowledge-6ysggwnvn5vt.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to generate schemas from varied document types, enabling domain‑agnostic knowledge extraction, but does not perform ontology induction or provide extensive evaluation.","We introduce OneKE, a dockerized schema-guided knowledge extraction system, which can extract knowledge from the Web and raw PDF Books, and support various domains (science, news, etc.). Specifically, we design OneKE with multiple agents and a configure knowledge base. Different agents perform their respective roles, enabling support for various extraction scenarios. The configure knowledge base facilitates schema configuration, error case debugging and correction, further improving the performance. Empirical evaluations on benchmark datasets demonstrate OneKE's efficacy, while case studies further elucidate its adaptability to diverse tasks across multiple domains, highlighting its potential for broad applications. We have open-sourced the Code at https://github.com/zjunlp/OneKE and released a Video at http://oneke.openkg.cn/demo.mp4. "
"Meronymic Ontology Extraction via Large Language Models","https://scispace.com/paper/meronymic-ontology-extraction-via-large-language-models-hszvko1oonle","2025","Journal Article","","Zhang, Dekai
Conia, Simone
Rago, Antonio","10.48550/arxiv.2510.13839","","- **Relevance Score:** 43/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs as primary engine for fully automated meronymic ontology extraction from product reviews; compares against BERT baseline, showing improved performance; extracts directly from corpus.","Ontologies have become essential in today's digital age as a way of organising the vast amount of readily available unstructured text. In providing formal structure to this information, ontologies have immense value and application across various domains, e.g., e-commerce, where countless product listings necessitate proper product organisation. However, the manual construction of these ontologies is a time-consuming, expensive and laborious process. In this paper, we harness the recent advancements in large language models (LLMs) to develop a fully-automated method of extracting product ontologies, in the form of meronymies, from raw review texts. We demonstrate that the ontologies produced by our method surpass an existing, BERT-based baseline when evaluating using an LLM-as-a-judge. Our investigation provides the groundwork for LLMs to be used more generally in (product or otherwise) ontology extraction. "
"LLM4VKG: Leveraging Large Language Models for Virtual Knowledge Graph Construction","https://scispace.com/paper/llm4vkg-leveraging-large-language-models-for-virtual-9w3v020ke5v9","2025","Journal Article","","Guohui Xiao
Ren Lin
Guilin Qi
Hui Xue
Marco Di Panfilo
Davide Lanti","10.24963/ijcai.2025/525","","- **Relevance Score:** 43/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to auto‑generate VKG ontologies, includes schema extraction, shows strong benchmark gains, but lacks explicit domain‑agnostic claims or multi‑domain tests.","Virtual Knowledge Graphs (VKGs) provide an effective solution for data integration but typically require significant expertise for their construction. This process, involving ontology development, schema analysis, and mapping creation, is often hindered by naming ambiguities and matching issues, which traditional rule-based methods struggle to address. Large language models (LLMs), with their ability to process and generate contextually relevant text, offer a potential solution. In this work, we introduce LLM4VKG, a novel framework that leverages LLMs to automatize VKG construction. Experimental evaluation on the RODI benchmark demonstrates that LLM4VKG surpasses state-of-the-art methods, achieving an average F1-score improvement of +17% and a peak gain of +39%. Moreover, LLM4VKG proves robust against incomplete ontologies and can handle complex mappings where current methods fail. "
"SCHEMA-MINER pro: Agentic AI for Ontology Grounding over LLM-Discovered Scientific Schemas in a Human-in-the-Loop Workflow","https://scispace.com/paper/w_d04zfEgv0J","","","","S Sadruddin
J D'Souza
E Poupaki","","https://www.semantic-web-journal.net/system/files/swj3983.pdf","- **Relevance Score:** 42/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to extract scientific schemas and ground ontologies; includes a dedicated schema extraction step; integrates human‑in‑the‑loop validation; processes scientific paper corpora but focuses on a specific domain, limiting generalization and cross‑domain evaluation.",""
"Leveraging LLM for Automated Ontology Extraction and Knowledge Graph
  Generation","https://scispace.com/paper/leveraging-llm-for-automated-ontology-extraction-and-6q9ilgzy4dtr","2024","Journal Article","","Mohammad Sadeq Abolhasani
Rong Pan","10.48550/arxiv.2412.00608","https://scispace.compdf/leveraging-llm-for-automated-ontology-extraction-and-6q9ilgzy4dtr.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLM to extract ontologies from technical documents, but focuses on a specific reliability domain; provides corpus processing and limited schema steps; lacks domain‑agnostic claims, generalization evidence, multi‑domain tests, benchmarks, and scalability details; includes human‑in‑the‑loop evaluation without full quantitative validation.","Extracting relevant and structured knowledge from large, complex technical documents within the Reliability and Maintainability (RAM) domain is labor-intensive and prone to errors. Our work addresses this challenge by presenting OntoKGen, a genuine pipeline for ontology extraction and Knowledge Graph (KG) generation. OntoKGen leverages Large Language Models (LLMs) through an interactive user interface guided by our adaptive iterative Chain of Thought (CoT) algorithm to ensure that the ontology extraction process and, thus, KG generation align with user-specific requirements. Although KG generation follows a clear, structured path based on the confirmed ontology, there is no universally correct ontology as it is inherently based on the user's preferences. OntoKGen recommends an ontology grounded in best practices, minimizing user effort and providing valuable insights that may have been overlooked, all while giving the user complete control over the final ontology. Having generated the KG based on the confirmed ontology, OntoKGen enables seamless integration into schemeless, non-relational databases like Neo4j. This integration allows for flexible storage and retrieval of knowledge from diverse, unstructured sources, facilitating advanced querying, analysis, and decision-making. Moreover, the generated KG serves as a robust foundation for future integration into Retrieval Augmented Generation (RAG) systems, offering enhanced capabilities for developing domain-specific intelligent applications. "
