"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"LLMs4OL: Large Language Models for Ontology Learning","https://scispace.com/paper/llms4ol-large-language-models-for-ontology-learning-46awc04yte","2023","Book Chapter","Lecture Notes in Computer Science","Hamed Babaei Giglou
Jennifer D’Souza
Sören Auer","10.1007/978-3-031-47240-4_22","","We propose the LLMs4OL approach, which utilizes Large Language Models (LLMs) for Ontology Learning (OL). LLMs have shown significant advancements in natural language processing, demonstrating their ability to capture complex language patterns in different knowledge domains. Our LLMs4OL paradigm investigates the following hypothesis: Can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text? To test this hypothesis, we conduct a comprehensive evaluation using the zero-shot prompting method. We evaluate nine different LLM model families for three main OL tasks: term typing, taxonomy discovery, and extraction of non-taxonomic relations. Additionally, the evaluations encompass diverse genres of ontological knowledge, including lexicosemantic knowledge in WordNet, geographical knowledge in GeoNames, and medical knowledge in UMLS. The obtained empirical results show that foundational LLMs are not sufficiently suitable for ontology construction that entails a high degree of reasoning skills and domain expertise. Nevertheless, when effectively fine-tuned they just might work as suitable assistants, alleviating the knowledge acquisition bottleneck, for ontology construction. ","LLMs4OL utilizes LLMs for Ontology Learning, but foundational LLMs struggle with high-reasoning tasks and domain expertise."
"NeOn-GPT: A Large Language Model-Powered Pipeline for Ontology Learning","https://scispace.com/paper/neon-gpt-a-large-language-model-powered-pipeline-for-k1tgs5ftoiup","2024","Repository","","Das, Arunav
Poltronieri, Andrea
Haase Peter
Kovriguina, Liubov","10.5281/zenodo.11221931","","&lt;p&gt;We address the task of ontology learning by combining the structured NeOn methodology framework with Large Language Models (LLMs) for translating natural language domain descriptions into Turtle syntax ontologies. The main contribution of the paper is a prompt pipeline tailored for domain-agnostic modeling, exemplified through the application to a domain-specific case study: the wine ontology. The resulting pipeline is used to develop NeOn-GPT, a workflow for automatic ontology modeling, and is integrated into the metaphactory platform. NeOn-GPT leverages the systematic approach of the NeOn methodology and LLMs&rsquo; generative capabilities to facilitate a more efficient ontology development process. We evaluate the proposed approach by conducting comprehensive evaluations using the Stanford wine ontology as the gold standard. The obtained results show that LLMs are not fully equipped to perform procedural tasks required for ontology development and lack the reasoning skills and domain expertise needed. Overall, LLMs require integration into workflow or trajectory tools for continuous knowledge engineering tasks. Nevertheless, LLMs can significantly alleviate the time and expertise needed. Our code base is publicly available for research and development purposes, accessible at: &lt;a href=""https://github.com/andreamust/NEON-GPT"" target=""_new"" rel=""noreferrer""&gt;https://github.com/andreamust/NEON-GPT&lt;/a&gt;.&lt;/p&gt; ",""
"LLMs4OL: Large Language Models for Ontology Learning","https://scispace.com/paper/llms4ol-large-language-models-for-ontology-learning-20cehxzeiu","2023","Journal Article","","Hamed Babaei Giglou
Jennifer D'Souza
Sören Auer","10.48550/arxiv.2307.16648","https://scispace.compdf/llms4ol-large-language-models-for-ontology-learning-20cehxzeiu.pdf","We propose the LLMs4OL approach, which utilizes Large Language Models (LLMs) for Ontology Learning (OL). LLMs have shown significant advancements in natural language processing, demonstrating their ability to capture complex language patterns in different knowledge domains. Our LLMs4OL paradigm investigates the following hypothesis: \textit{Can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text?} To test this hypothesis, we conduct a comprehensive evaluation using the zero-shot prompting method. We evaluate nine different LLM model families for three main OL tasks: term typing, taxonomy discovery, and extraction of non-taxonomic relations. Additionally, the evaluations encompass diverse genres of ontological knowledge, including lexicosemantic knowledge in WordNet, geographical knowledge in GeoNames, and medical knowledge in UMLS. ","The LLMs4OL paradigm investigates the following hypothesis: can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text?"
"A Short Review for Ontology Learning from Text: Stride from Shallow Learning, Deep Learning to Large Language Models Trend","https://scispace.com/paper/a-short-review-for-ontology-learning-from-text-stride-from-4yd7zvfweo","2024","Journal Article","arXiv.org","Rick Du
Huilong An
Keyu Wang
Weidong Liu","10.48550/arxiv.2404.14991","","Ontologies provide formal representation of knowledge shared within Semantic Web applications and Ontology learning from text involves the construction of ontologies from a given corpus of text. In the past years, ontology learning has traversed through shallow learning and deep learning methodologies, each offering distinct advantages and limitations in the quest for knowledge extraction and representation. A new trend of these approaches is relying on large language models to enhance ontology learning. This paper gives a review in approaches and challenges of ontology learning. It analyzes the methodologies and limitations of shallow-learning-based and deep-learning-based techniques for ontology learning, and provides comprehensive knowledge for the frontier work of using large language models to enhance ontology learning. In addition, it proposes several noteworthy future directions for further exploration into the integration of large language models with ontology learning tasks.","Ontology learning from text involves the construction of ontologies from text, encompassing various methodologies and challenges. The paper reviews existing approaches and limitations of shallow and deep learning techniques, highlighting the emerging trend of large language models in this field."
"Do LLMs Dream of Ontologies?","https://scispace.com/paper/do-llms-dream-of-ontologies-506k4ed35l","2024","Journal Article","arXiv.org","Marco Bombieri
Paolo Fiorini
Simone Paolo Ponzetto
Marco Rospocher","10.48550/arxiv.2401.14931","https://scispace.compdf/do-llms-dream-of-ontologies-506k4ed35l.pdf","Large language models (LLMs) have recently revolutionized automated text understanding and generation. The performance of these models relies on the high number of parameters of the underlying neural architectures, which allows LLMs to memorize part of the vast quantity of data seen during the training. This paper investigates whether and to what extent general-purpose pre-trained LLMs have memorized information from known ontologies. Our results show that LLMs partially know ontologies: they can, and do indeed, memorize concepts from ontologies mentioned in the text, but the level of memorization of their concepts seems to vary proportionally to their popularity on the Web, the primary source of their training material. We additionally propose new metrics to estimate the degree of memorization of ontological information in LLMs by measuring the consistency of the output produced across different prompt repetitions, query languages, and degrees of determinism.","The results show that LLMs partially know ontologies: they can, and do indeed, memorize concepts from ontologies mentioned in the text, but the level of memorization of their concepts seems to vary proportionally to their popularity on the Web, the primary source of their training material."
"Do LLMs Really Adapt to Domains? An Ontology Learning Perspective","https://scispace.com/paper/do-llms-really-adapt-to-domains-an-ontology-learning-3nfyrtq0w4fn","2024","Journal Article","","Huu Tan Mai
Cuong Xuan Chu
Heiko Paulheim","10.48550/arxiv.2407.19998","https://scispace.compdf/do-llms-really-adapt-to-domains-an-ontology-learning-3nfyrtq0w4fn.pdf","Large Language Models (LLMs) have demonstrated unprecedented prowess across various natural language processing tasks in various application domains. Recent studies show that LLMs can be leveraged to perform lexical semantic tasks, such as Knowledge Base Completion (KBC) or Ontology Learning (OL). However, it has not effectively been verified whether their success is due to their ability to reason over unstructured or semi-structured data, or their effective learning of linguistic patterns and senses alone. This unresolved question is particularly crucial when dealing with domain-specific data, where the lexical senses and their meaning can completely differ from what a LLM has learned during its training stage. This paper investigates the following question: Do LLMs really adapt to domains and remain consistent in the extraction of structured knowledge, or do they only learn lexical senses instead of reasoning? To answer this question and, we devise a controlled experiment setup that uses WordNet to synthesize parallel corpora, with English and gibberish terms. We examine the differences in the outputs of LLMs for each corpus in two OL tasks: relation extraction and taxonomy discovery. Empirical results show that, while adapting to the gibberish corpora, off-the-shelf LLMs do not consistently reason over semantic relationships between concepts, and instead leverage senses and their frame. However, fine-tuning improves the performance of LLMs on lexical semantic tasks even when the domain-specific terms are arbitrary and unseen during pre-training, hinting at the applicability of pre-trained LLMs for OL. ","This study investigates whether Large Language Models (LLMs) adapt to domains and reason over semantic relationships, or rely on learned linguistic patterns and senses. Empirical results show that fine-tuning improves LLMs' performance on lexical semantic tasks, but off-the-shelf models struggle with domain adaptation."
"Prompt-guided LLM agent for end-to-end ontology learning","https://scispace.com/paper/prompt-guided-llm-agent-for-end-to-end-ontology-learning-247zgprujwq4","2025","Journal Article","Ìnformacìjnì tehnologìï ta kompʼûterna ìnženerìâ","Yaroslav Teplyi
Dmytro Dosyn","10.31649/vitce/2.2025.35","","Abstract. Turning the vast knowledge of large language models (LLMs) into logical, machine-interpretable ontologies poses a difficult task. Conventional single-prompt strategies often generated ambiguous or mutually inconsistent triples could not be merged safely with reference knowledge bases. The present work therefore aimed to design and empirically verify an entirely automated workflow that converts raw text into schema–compliant RDF/OWL statements without manual intervention. The resulting agent combined four stages – schema discovery, instance extraction, self-repair validation, and ontology alignment – each expressed as structured prompts executed by an LLM. A validator inspected every candidate assertion against the extracted domain-range constraints; any violation triggered an iterative analyse- errors / fix-schema / fix-instances loop until consistency was reached. The workflow was instantiated with three families of LLMs – GPT-4.1-mini, LLaMA-3.3-70b, and Grok-3-mini – chosen to represent high-end proprietary, open-weights, and cost-efficient small models. Quality was measured on the synthetic Measure of Information in Nodes and Edges (MINE) benchmark and on two real scholarly texts: ten English CEUR-WS workshop volumes and ten Ukrainian issues of the Journal of Lviv Polytechnic National University “Information Systems and Networks”. On MINE the agent paired with LLaMA-3.3-70b achieved 67.5% fact recall, surpassing the KGGen pipeline (66.07%) while still enforcing schema coherence; GPT-4.1-mini and Grok-3-mini reached 59.8% and 52.4%, respectively. When applied to the bilingual texts, all models reproduced the canonical author–paper–journal relation, proposed up to 39 new classes and 29 new relations, and instantiated more than 800 individuals per dataset with only minor post-repair inconsistencies. Extracted labels remained in English even for Ukrainian inputs. While GPT-4.1-mini and LLaMA-3.3-70b generated broader and valid schema yet most of the schema remained uninitiated, when Grok-3-mini produced concise and fully populated schema with instances. The practical outcome is a pipeline that can be used on digital libraries or domain portals to expand existing knowledge graphs continuously and with minimal human effort, thereby lowering the cost for ontology maintenance and enrichment ",""
"Zero-Shot On-the-Fly Event Schema Induction","https://scispace.com/paper/zero-shot-on-the-fly-event-schema-induction-1bz5yvx5","2022","Posted Content","","","10.48550/arxiv.2210.06254","https://scispace.com/pdf/zero-shot-on-the-fly-event-schema-induction-1bz5yvx5.pdf","What are the events involved in a pandemic outbreak? What steps should be taken when planning a wedding? The answers to these questions can be found by collecting many documents on the complex event of interest, extracting relevant information, and analyzing it. We present a new approach in which large language models are utilized to generate source documents that allow predicting, given a high-level event definition, the specific events, arguments, and relations between them to construct a schema that describes the complex event in its entirety. Using our model, complete schemas on any topic can be generated on-the-fly without any manual data collection, i.e., in a zero-shot manner. Moreover, we develop efficient methods to extract pertinent information from texts and demonstrate in a series of experiments that these schemas are considered to be more complete than human-curated ones in the majority of examined scenarios. Finally, we show that this framework is comparable in performance with previous supervised schema induction methods that rely on collecting real texts while being more general and flexible without the need for a predefined ontology. ","In this article , large language models are utilized to generate source documents that allow predicting, given a high-level event definition, the specific events, arguments, and relations between them to construct a schema that describes the complex event in its entirety."
"Toward a Method to Generate Capability Ontologies from Natural Language
  Descriptions","https://scispace.com/paper/toward-a-method-to-generate-capability-ontologies-from-5qpb23sfek","2024","Preprint","","Luis Miguel Vieira da Silva
Aljosha Köcher
Felix Gehlhoff
Alexander Fay","10.48550/arxiv.2406.07962","https://scispace.compdf/toward-a-method-to-generate-capability-ontologies-from-5qpb23sfek.pdf","To achieve a flexible and adaptable system, capability ontologies are increasingly leveraged to describe functions in a machine-interpretable way. However, modeling such complex ontological descriptions is still a manual and error-prone task that requires a significant amount of effort and ontology expertise. This contribution presents an innovative method to automate capability ontology modeling using Large Language Models (LLMs), which have proven to be well suited for such tasks. Our approach requires only a natural language description of a capability, which is then automatically inserted into a predefined prompt using a few-shot prompting technique. After prompting an LLM, the resulting capability ontology is automatically verified through various steps in a loop with the LLM to check the overall correctness of the capability ontology. First, a syntax check is performed, then a check for contradictions, and finally a check for hallucinations and missing ontology elements. Our method greatly reduces manual effort, as only the initial natural language description and a final human review and possible correction are necessary, thereby streamlining the capability ontology generation process. ","An automated method to generate capability ontologies from natural language descriptions using Large Language Models (LLMs) to reduce manual effort and improve accuracy."
"Leveraging LLM for Automated Ontology Extraction and Knowledge Graph
  Generation","https://scispace.com/paper/leveraging-llm-for-automated-ontology-extraction-and-6q9ilgzy4dtr","2024","Journal Article","","Mohammad Sadeq Abolhasani
Rong Pan","10.48550/arxiv.2412.00608","https://scispace.compdf/leveraging-llm-for-automated-ontology-extraction-and-6q9ilgzy4dtr.pdf","Extracting relevant and structured knowledge from large, complex technical documents within the Reliability and Maintainability (RAM) domain is labor-intensive and prone to errors. Our work addresses this challenge by presenting OntoKGen, a genuine pipeline for ontology extraction and Knowledge Graph (KG) generation. OntoKGen leverages Large Language Models (LLMs) through an interactive user interface guided by our adaptive iterative Chain of Thought (CoT) algorithm to ensure that the ontology extraction process and, thus, KG generation align with user-specific requirements. Although KG generation follows a clear, structured path based on the confirmed ontology, there is no universally correct ontology as it is inherently based on the user's preferences. OntoKGen recommends an ontology grounded in best practices, minimizing user effort and providing valuable insights that may have been overlooked, all while giving the user complete control over the final ontology. Having generated the KG based on the confirmed ontology, OntoKGen enables seamless integration into schemeless, non-relational databases like Neo4j. This integration allows for flexible storage and retrieval of knowledge from diverse, unstructured sources, facilitating advanced querying, analysis, and decision-making. Moreover, the generated KG serves as a robust foundation for future integration into Retrieval Augmented Generation (RAG) systems, offering enhanced capabilities for developing domain-specific intelligent applications. ","OntoKGen, a pipeline leveraging Large Language Models, extracts structured knowledge from technical documents and generates Knowledge Graphs, enabling seamless integration into non-relational databases and future integration into Retrieval Augmented Generation systems for intelligent applications."
"Evontree: Ontology Rule-Guided Self-Evolution of Large Language Models","https://scispace.com/paper/evontree-ontology-rule-guided-self-evolution-of-large-xrzg0b7qigl0","2025","Journal Article","","Liu Zhiqiang
Li Juan
Wang Junjie
Liang Lei
Zhang Wen","10.48550/arxiv.2510.26683","","Large language models (LLMs) have demonstrated exceptional capabilities across multiple domains by leveraging massive pre-training and curated fine-tuning data. However, in data-sensitive fields such as healthcare, the lack of high-quality, domain-specific training corpus hinders LLMs' adaptation for specialized applications. Meanwhile, domain experts have distilled domain wisdom into ontology rules, which formalize relationships among concepts and ensure the integrity of knowledge management repositories. Viewing LLMs as implicit repositories of human knowledge, we propose Evontree, a novel framework that leverages a small set of high-quality ontology rules to systematically extract, validate, and enhance domain knowledge within LLMs, without requiring extensive external datasets. Specifically, Evontree extracts domain ontology from raw models, detects inconsistencies using two core ontology rules, and reinforces the refined knowledge via self-distilled fine-tuning. Extensive experiments on medical QA benchmarks with Llama3-8B-Instruct and Med42-v2 demonstrate consistent outperformance over both unmodified models and leading supervised baselines, achieving up to a 3.7% improvement in accuracy. These results confirm the effectiveness, efficiency, and robustness of our approach for low-resource domain adaptation of LLMs. ",""
"Zero-Shot On-the-Fly Event Schema Induction","https://scispace.com/paper/zero-shot-on-the-fly-event-schema-induction-542u22gt2v","2023","Journal Article","","Rotem Dror
Haoyu Wang
Dan Roth","10.18653/v1/2023.findings-eacl.53","https://scispace.compdf/zero-shot-on-the-fly-event-schema-induction-542u22gt2v.pdf","What are the events involved in a pandemic outbreak? What steps should be taken when planning a wedding? The answers to these questions can be found by collecting many documents on the complex event of interest, extracting relevant information, and analyzing it. We present a new approach in which large language models are utilized to generate source documents that allow predicting, given a high-level event definition, the specific events, arguments, and relations between them to construct a schema that describes the complex event in its entirety.Using our model, complete schemas on any topic can be generated on-the-fly without any manual data collection, i.e., in a zero-shot manner. Moreover, we develop efficient methods to extract pertinent information from texts and demonstrate in a series of experiments that these schemas are considered to be more complete than human-curated ones in the majority of examined scenarios. Finally, we show that this framework is comparable in performance with previous supervised schema induction methods that rely on collecting real texts and even reaching the best score in the prediction task. ","A novel zero-shot on-the-fly event schema induction framework is presented, generating complete event schemas from high-level event definitions without manual data collection."
